concept_id,activation_rate,mean_abs,energy_share
1171,0.002002002,0.00010422816,3.931971e-06
2680,0.000667334,0.00010363862,3.909731e-06
309,0.0008341675,0.00010323274,3.8944195e-06
2349,0.0011678345,0.00010321462,3.8937355e-06
1870,0.001334668,0.00010135775,3.8236863e-06
813,0.000667334,0.0001004438,3.7892078e-06
1253,0.0015015015,9.987631e-05,3.7677994e-06
2375,0.0011678345,9.9273006e-05,3.7450397e-06
2574,0.0011678345,9.87988e-05,3.7271507e-06
3487,0.001001001,9.868409e-05,3.722823e-06
1001,0.0011678345,9.8427794e-05,3.7131545e-06
3190,0.0015015015,9.8228156e-05,3.7056232e-06
1438,0.000667334,9.792962e-05,3.6943609e-06
3859,0.0008341675,9.782682e-05,3.690483e-06
1247,0.001334668,9.7420845e-05,3.6751676e-06
777,0.001668335,9.55627e-05,3.6050697e-06
2182,0.0005005005,9.457096e-05,3.567657e-06
2248,0.0005005005,9.438357e-05,3.5605874e-06
1047,0.0008341675,9.39809e-05,3.545397e-06
2666,0.0011678345,9.3681905e-05,3.5341175e-06
1,0.001334668,9.3382914e-05,3.5228381e-06
1589,0.0008341675,9.2737e-05,3.4984712e-06
3508,0.0015015015,9.263472e-05,3.4946129e-06
2956,0.001668335,9.191827e-05,3.467585e-06
3897,0.0008341675,9.0940994e-05,3.4307175e-06
1169,0.000667334,9.036094e-05,3.4088353e-06
2156,0.0015015015,8.985167e-05,3.389623e-06
1830,0.000667334,8.9843554e-05,3.389317e-06
818,0.0011678345,8.9501926e-05,3.3764293e-06
3608,0.001334668,8.9151195e-05,3.363198e-06
2166,0.0008341675,8.8699926e-05,3.346174e-06
2512,0.001001001,8.793195e-05,3.3172023e-06
2413,0.000667334,8.7445325e-05,3.2988446e-06
1515,0.0005005005,8.743591e-05,3.2984894e-06
2268,0.001001001,8.7351575e-05,3.295308e-06
1987,0.0005005005,8.7142835e-05,3.2874334e-06
1989,0.0005005005,8.69821e-05,3.2813698e-06
1955,0.0015015015,8.651975e-05,3.2639277e-06
1098,0.0005005005,8.651805e-05,3.2638634e-06
1346,0.0011678345,8.6476066e-05,3.2622797e-06
600,0.001001001,8.64746e-05,3.2622245e-06
1840,0.001334668,8.620575e-05,3.252082e-06
3674,0.0005005005,8.607897e-05,3.2472994e-06
618,0.0005005005,8.58604e-05,3.239054e-06
2158,0.001001001,8.5624946e-05,3.2301714e-06
2486,0.001001001,8.5479835e-05,3.2246971e-06
3945,0.000667334,8.455889e-05,3.1899547e-06
3739,0.0011678345,8.448435e-05,3.187143e-06
1016,0.001001001,8.273165e-05,3.1210227e-06
3076,0.0018351685,8.225319e-05,3.102973e-06
314,0.0005005005,8.2081606e-05,3.0965002e-06
1185,0.0011678345,8.1687496e-05,3.0816325e-06
1666,0.0018351685,8.168503e-05,3.0815395e-06
2606,0.001001001,8.161166e-05,3.0787717e-06
1629,0.0008341675,8.032593e-05,3.030268e-06
3496,0.0001668335,8.019399e-05,3.0252904e-06
734,0.0011678345,8.009368e-05,3.0215065e-06
367,0.0008341675,7.991644e-05,3.01482e-06
4033,0.001001001,7.989429e-05,3.0139845e-06
1039,0.001334668,7.982893e-05,3.0115189e-06
1229,0.000333667,7.9721984e-05,3.0074843e-06
3461,0.0008341675,7.946685e-05,2.9978596e-06
3057,0.000333667,7.9070545e-05,2.9829089e-06
3624,0.0005005005,7.900767e-05,2.980537e-06
2113,0.000667334,7.8819234e-05,2.9734283e-06
3364,0.0008341675,7.8531746e-05,2.962583e-06
988,0.0011678345,7.774444e-05,2.932882e-06
2667,0.000333667,7.739669e-05,2.9197633e-06
3781,0.001001001,7.7311866e-05,2.9165635e-06
1886,0.000667334,7.684139e-05,2.8988147e-06
3177,0.0011678345,7.540113e-05,2.8444815e-06
1621,0.0008341675,7.499925e-05,2.8293207e-06
2687,0.000667334,7.451522e-05,2.811061e-06
3397,0.000667334,7.4438125e-05,2.8081524e-06
1421,0.0015015015,7.425752e-05,2.8013394e-06
564,0.0011678345,7.393943e-05,2.7893395e-06
2585,0.001668335,7.348831e-05,2.772321e-06
4047,0.0008341675,7.344496e-05,2.7706856e-06
1818,0.0005005005,7.2950184e-05,2.7520205e-06
2879,0.0011678345,7.236878e-05,2.730087e-06
582,0.001334668,7.197074e-05,2.7150713e-06
8,0.001001001,7.127788e-05,2.6889334e-06
1207,0.000667334,7.119273e-05,2.685721e-06
1209,0.001001001,7.064116e-05,2.6649134e-06
3354,0.0005005005,7.0464586e-05,2.6582522e-06
2192,0.0011678345,7.033286e-05,2.653283e-06
4084,0.0008341675,7.0218186e-05,2.6489568e-06
2225,0.0008341675,6.9049434e-05,2.604866e-06
943,0.0008341675,6.8886446e-05,2.5987174e-06
430,0.0001668335,6.8591165e-05,2.587578e-06
680,0.000333667,6.83701e-05,2.5792383e-06
945,0.0005005005,6.591012e-05,2.4864364e-06
2459,0.0005005005,6.550586e-05,2.471186e-06
1027,0.001334668,6.547461e-05,2.470007e-06
2213,0.000667334,6.507835e-05,2.4550582e-06
1932,0.0008341675,6.4909385e-05,2.4486842e-06
2437,0.0011678345,6.405064e-05,2.4162882e-06
1696,0.0011678345,6.3647305e-05,2.4010726e-06
2757,0.000667334,6.334202e-05,2.389556e-06
3170,0.000333667,6.3160565e-05,2.3827106e-06
1779,0.0015015015,6.261607e-05,2.3621697e-06
946,0.001001001,6.2536965e-05,2.3591854e-06
2745,0.000667334,6.199582e-05,2.3387709e-06
808,0.0008341675,6.19375e-05,2.3365708e-06
3644,0.000667334,6.1582854e-05,2.323192e-06
623,0.001668335,6.148622e-05,2.3195464e-06
2878,0.000333667,6.1383056e-05,2.3156545e-06
2407,0.0008341675,6.0754825e-05,2.2919548e-06
829,0.000333667,6.0525967e-05,2.2833212e-06
4073,0.000667334,6.026198e-05,2.2733623e-06
831,0.0015015015,5.9947386e-05,2.2614945e-06
3693,0.000667334,5.972188e-05,2.2529873e-06
3329,0.0011678345,5.873992e-05,2.2159431e-06
1719,0.0001668335,5.7495057e-05,2.1689812e-06
2012,0.001001001,5.6896417e-05,2.1463977e-06
288,0.000333667,5.6082532e-05,2.115694e-06
754,0.0005005005,5.5074932e-05,2.0776827e-06
570,0.000333667,5.4886852e-05,2.0705875e-06
3802,0.0008341675,5.4776727e-05,2.0664331e-06
3888,0.000667334,5.4099517e-05,2.0408856e-06
26,0.0008341675,5.3927753e-05,2.034406e-06
1899,0.000333667,5.3750093e-05,2.0277037e-06
1100,0.0015015015,5.3737815e-05,2.0272405e-06
809,0.000333667,5.3587657e-05,2.021576e-06
2203,0.0015015015,5.357666e-05,2.021161e-06
4074,0.0015015015,5.3375286e-05,2.0135642e-06
2778,0.0005005005,5.3160275e-05,2.0054529e-06
2232,0.0005005005,5.3157637e-05,2.0053535e-06
2201,0.0005005005,5.2273066e-05,1.9719832e-06
898,0.000333667,5.2253374e-05,1.9712404e-06
411,0.0008341675,5.1901283e-05,1.957958e-06
3570,0.0005005005,5.1208157e-05,1.93181e-06
2755,0.001001001,5.1028503e-05,1.9250326e-06
2171,0.001001001,5.0782422e-05,1.9157494e-06
1791,0.001001001,5.0418155e-05,1.9020075e-06
3118,0.000667334,5.036896e-05,1.9001516e-06
3078,0.000333667,5.0344126e-05,1.8992148e-06
891,0.0008341675,5.008143e-05,1.8893047e-06
2103,0.000333667,5.0049992e-05,1.8881186e-06
2075,0.000667334,4.906764e-05,1.8510597e-06
1063,0.0008341675,4.8997645e-05,1.8484192e-06
338,0.0011678345,4.8889324e-05,1.8443328e-06
475,0.000667334,4.8532074e-05,1.8308557e-06
1488,0.0011678345,4.852901e-05,1.8307402e-06
699,0.0011678345,4.8499536e-05,1.8296282e-06
2284,0.000667334,4.8421167e-05,1.8266718e-06
565,0.0001668335,4.77338e-05,1.8007411e-06
2344,0.001001001,4.73355e-05,1.7857153e-06
3545,0.000333667,4.7279325e-05,1.7835962e-06
865,0.000333667,4.6779147e-05,1.7647271e-06
3769,0.000667334,4.6679725e-05,1.7609765e-06
580,0.000667334,4.6507295e-05,1.7544717e-06
1691,0.000333667,4.6431393e-05,1.7516082e-06
1011,0.002335669,4.6356872e-05,1.748797e-06
1503,0.0005005005,4.5939887e-05,1.7330664e-06
1143,0.000667334,4.5632674e-05,1.7214769e-06
3040,0.0008341675,4.4706034e-05,1.6865197e-06
2809,0.0001668335,4.4018547e-05,1.6605844e-06
3433,0.0008341675,4.376539e-05,1.6510343e-06
2015,0.0005005005,4.3648426e-05,1.6466217e-06
1165,0.000667334,4.345475e-05,1.6393154e-06
2669,0.001334668,4.342424e-05,1.6381643e-06
4031,0.001001001,4.33021e-05,1.6335568e-06
1612,0.0005005005,4.2747753e-05,1.6126443e-06
179,0.000667334,4.256014e-05,1.6055666e-06
928,0.0011678345,4.248976e-05,1.6029114e-06
2214,0.000667334,4.2486754e-05,1.6027981e-06
2830,0.0005005005,4.242587e-05,1.6005013e-06
2917,0.0005005005,4.2421314e-05,1.6003294e-06
1319,0.000667334,4.199588e-05,1.5842801e-06
3708,0.000333667,4.1802785e-05,1.5769956e-06
508,0.000333667,4.1665095e-05,1.5718012e-06
1771,0.0008341675,4.1638777e-05,1.5708084e-06
2679,0.0008341675,4.1373092e-05,1.5607856e-06
15,0.000333667,4.120217e-05,1.5543376e-06
3544,0.0005005005,4.119617e-05,1.5541112e-06
238,0.000667334,4.0738734e-05,1.5368547e-06
2832,0.001001001,4.0726274e-05,1.5363846e-06
1522,0.0005005005,4.0559982e-05,1.5301113e-06
1739,0.001334668,4.0249124e-05,1.5183842e-06
507,0.0001668335,4.0212966e-05,1.5170202e-06
514,0.0001668335,4.0100498e-05,1.5127774e-06
1182,0.0008341675,4.0032268e-05,1.5102034e-06
1894,0.0005005005,3.968817e-05,1.4972225e-06
1550,0.0008341675,3.9560404e-05,1.4924026e-06
2400,0.0005005005,3.9507915e-05,1.4904224e-06
552,0.000667334,3.9119575e-05,1.4757725e-06
1077,0.0005005005,3.907399e-05,1.4740529e-06
1837,0.000333667,3.8967566e-05,1.470038e-06
694,0.000667334,3.8907554e-05,1.467774e-06
3890,0.0001668335,3.8676255e-05,1.4590483e-06
3417,0.0005005005,3.8646e-05,1.457907e-06
2862,0.0001668335,3.8594986e-05,1.4559826e-06
4049,0.0005005005,3.8454946e-05,1.4506995e-06
2025,0.0001668335,3.8174658e-05,1.4401257e-06
3798,0.0008341675,3.7989197e-05,1.4331293e-06
3212,0.000333667,3.7927133e-05,1.430788e-06
655,0.0005005005,3.7470163e-05,1.413549e-06
2907,0.0011678345,3.742892e-05,1.411993e-06
1175,0.0005005005,3.6847305e-05,1.3900518e-06
1280,0.000333667,3.661126e-05,1.3811472e-06
2895,0.000333667,3.5921043e-05,1.3551089e-06
131,0.000667334,3.576883e-05,1.3493667e-06
3269,0.0005005005,3.5338297e-05,1.333125e-06
2702,0.000667334,3.5263696e-05,1.3303107e-06
4051,0.001001001,3.5201174e-05,1.3279521e-06
2078,0.0001668335,3.5081564e-05,1.3234398e-06
1032,0.0005005005,3.4964392e-05,1.3190196e-06
2835,0.000333667,3.4750337e-05,1.3109444e-06
1964,0.0001668335,3.4502867e-05,1.3016088e-06
667,0.000333667,3.436051e-05,1.2962383e-06
3959,0.000333667,3.432793e-05,1.2950094e-06
2393,0.000667334,3.4201017e-05,1.2902216e-06
543,0.0005005005,3.411301e-05,1.2869016e-06
875,0.001334668,3.3844728e-05,1.2767806e-06
2055,0.0001668335,3.3678843e-05,1.2705227e-06
296,0.0001668335,3.309596e-05,1.2485336e-06
2017,0.0001668335,3.3064407e-05,1.2473433e-06
3642,0.0001668335,3.279354e-05,1.237125e-06
3910,0.000667334,3.276198e-05,1.2359343e-06
89,0.0005005005,3.2729044e-05,1.2346918e-06
3027,0.0005005005,3.2697786e-05,1.2335126e-06
3690,0.0008341675,3.2663786e-05,1.23223e-06
2691,0.0011678345,3.2490487e-05,1.2256924e-06
710,0.000333667,3.150725e-05,1.1886001e-06
466,0.000667334,3.12077e-05,1.1772996e-06
3097,0.0008341675,3.117134e-05,1.1759281e-06
3518,0.000333667,3.1004594e-05,1.1696376e-06
1850,0.0001668335,3.050474e-05,1.1507808e-06
1435,0.0008341675,3.0443316e-05,1.1484635e-06
3491,0.001001001,3.0162155e-05,1.1378569e-06
363,0.0005005005,2.9874087e-05,1.1269896e-06
176,0.0001668335,2.9649947e-05,1.118534e-06
2287,0.0005005005,2.964456e-05,1.1183307e-06
2220,0.0001668335,2.9610717e-05,1.117054e-06
1753,0.000333667,2.948468e-05,1.1122993e-06
3017,0.000333667,2.919406e-05,1.1013358e-06
3379,0.0005005005,2.8965884e-05,1.092728e-06
2386,0.000667334,2.8958311e-05,1.0924423e-06
389,0.0001668335,2.8872648e-05,1.0892106e-06
1123,0.000667334,2.8836088e-05,1.0878315e-06
3820,0.0005005005,2.8794311e-05,1.0862555e-06
4069,0.0005005005,2.8766002e-05,1.0851875e-06
1716,0.0005005005,2.8684337e-05,1.0821067e-06
396,0.000333667,2.8483473e-05,1.0745292e-06
1658,0.000333667,2.8401695e-05,1.0714441e-06
3032,0.000333667,2.8393191e-05,1.0711233e-06
1357,0.000333667,2.8030487e-05,1.0574404e-06
971,0.0001668335,2.8012184e-05,1.05675e-06
3161,0.000667334,2.7982436e-05,1.0556278e-06
1560,0.0001668335,2.7541155e-05,1.0389805e-06
1610,0.000667334,2.7533495e-05,1.0386916e-06
2582,0.000333667,2.7417891e-05,1.0343305e-06
3687,0.0005005005,2.7182456e-05,1.0254487e-06
2838,0.0005005005,2.703451e-05,1.0198676e-06
927,0.000333667,2.6802618e-05,1.0111195e-06
1537,0.000333667,2.6638145e-05,1.0049148e-06
834,0.0001668335,2.6557702e-05,1.0018802e-06
1120,0.0005005005,2.6550559e-05,1.0016106e-06
1074,0.0005005005,2.65239e-05,1.0006049e-06
2908,0.0005005005,2.6309172e-05,9.925044e-07
1437,0.0005005005,2.6171485e-05,9.873103e-07
358,0.000333667,2.5657488e-05,9.679198e-07
3773,0.0005005005,2.5388095e-05,9.577572e-07
1479,0.001001001,2.5347777e-05,9.562361e-07
1529,0.000333667,2.522057e-05,9.514373e-07
262,0.0001668335,2.4560797e-05,9.2654756e-07
924,0.0008341675,2.4475226e-05,9.233195e-07
1561,0.000667334,2.4397628e-05,9.203921e-07
1431,0.000667334,2.4350551e-05,9.1861614e-07
2440,0.000333667,2.425559e-05,9.1503375e-07
1086,0.000333667,2.4154437e-05,9.112178e-07
629,0.000667334,2.407565e-05,9.082456e-07
822,0.0001668335,2.3855931e-05,8.999568e-07
2320,0.0001668335,2.3820163e-05,8.986074e-07
1797,0.000333667,2.3795059e-05,8.9766036e-07
3817,0.0001668335,2.3536804e-05,8.879178e-07
1052,0.0005005005,2.3502189e-05,8.8661193e-07
2815,0.0001668335,2.3153416e-05,8.734546e-07
1509,0.000333667,2.3138926e-05,8.7290795e-07
1340,0.000333667,2.3065033e-05,8.701204e-07
1252,0.000667334,2.26578e-05,8.547577e-07
2340,0.0001668335,2.236781e-05,8.4381793e-07
972,0.0001668335,2.236473e-05,8.437017e-07
2189,0.0001668335,2.2109765e-05,8.3408327e-07
1730,0.0005005005,2.1943817e-05,8.2782293e-07
127,0.0001668335,2.1694896e-05,8.1843245e-07
2597,0.000333667,2.1320797e-05,8.043197e-07
31,0.000667334,2.1254356e-05,8.0181326e-07
1555,0.000333667,2.1174565e-05,7.988031e-07
336,0.0005005005,2.1066047e-05,7.9470936e-07
2262,0.000333667,2.0868047e-05,7.8723986e-07
1947,0.000333667,2.0804175e-05,7.848303e-07
2995,0.000333667,2.0704614e-05,7.810744e-07
2556,0.0005005005,2.060934e-05,7.774802e-07
1369,0.0001668335,2.0492635e-05,7.7307755e-07
1230,0.000667334,2.0483247e-05,7.727234e-07
302,0.000667334,2.046918e-05,7.721928e-07
3384,0.000333667,2.0454772e-05,7.716492e-07
4053,0.0005005005,2.0382246e-05,7.6891314e-07
3482,0.000333667,2.0303301e-05,7.65935e-07
172,0.000333667,2.0291234e-05,7.654798e-07
1036,0.000333667,2.0228603e-05,7.6311704e-07
318,0.000333667,2.0198102e-05,7.619664e-07
3079,0.000667334,2.0180018e-05,7.612842e-07
1506,0.0005005005,2.0081296e-05,7.575599e-07
1414,0.0001668335,1.9949248e-05,7.525785e-07
441,0.0008341675,1.9934125e-05,7.5200796e-07
1685,0.000667334,1.9880961e-05,7.5000236e-07
1551,0.000333667,1.9735497e-05,7.445148e-07
3755,0.000333667,1.9722022e-05,7.4400646e-07
1322,0.0001668335,1.9341289e-05,7.2964343e-07
2244,0.0001668335,1.9280444e-05,7.273481e-07
1416,0.0005005005,1.927085e-05,7.269862e-07
2196,0.000333667,1.8991108e-05,7.1643296e-07
52,0.0005005005,1.89417e-05,7.145691e-07
3315,0.0005005005,1.860396e-05,7.0182796e-07
379,0.0005005005,1.8180699e-05,6.858606e-07
1684,0.0005005005,1.806397e-05,6.8145704e-07
2831,0.000667334,1.7858107e-05,6.736909e-07
73,0.000333667,1.7651308e-05,6.658895e-07
3207,0.0001668335,1.741898e-05,6.5712504e-07
1059,0.000333667,1.7409877e-05,6.567816e-07
2150,0.0001668335,1.7026316e-05,6.423119e-07
1382,0.0001668335,1.687331e-05,6.3653977e-07
1140,0.000333667,1.6764883e-05,6.324494e-07
3989,0.0005005005,1.6580754e-05,6.255032e-07
1265,0.0001668335,1.651453e-05,6.2300495e-07
3990,0.000333667,1.6450827e-05,6.206018e-07
2796,0.000333667,1.6408021e-05,6.189869e-07
245,0.0001668335,1.6274473e-05,6.139488e-07
2033,0.0001668335,1.5805357e-05,5.9625165e-07
2622,0.000333667,1.5786716e-05,5.955484e-07
3698,0.0001668335,1.5719079e-05,5.929968e-07
469,0.0001668335,1.5651067e-05,5.9043106e-07
27,0.000333667,1.560428e-05,5.8866607e-07
2148,0.000333667,1.5460644e-05,5.8324747e-07
3980,0.0005005005,1.5429869e-05,5.8208644e-07
1701,0.0005005005,1.5258555e-05,5.7562374e-07
56,0.000667334,1.5051519e-05,5.6781334e-07
1624,0.0001668335,1.4979661e-05,5.6510254e-07
3987,0.0005005005,1.4973393e-05,5.6486607e-07
305,0.000667334,1.4910907e-05,5.6250883e-07
2969,0.000333667,1.4557065e-05,5.4916023e-07
2926,0.000333667,1.4526166e-05,5.4799455e-07
901,0.000333667,1.4391353e-05,5.429088e-07
907,0.0001668335,1.4363458e-05,5.418565e-07
1498,0.0001668335,1.4336055e-05,5.408227e-07
1693,0.0001668335,1.4325971e-05,5.4044233e-07
63,0.000333667,1.4312839e-05,5.399469e-07
934,0.000333667,1.4002203e-05,5.2822827e-07
1876,0.000333667,1.3610974e-05,5.134693e-07
178,0.0005005005,1.3581371e-05,5.123525e-07
944,0.0005005005,1.3512323e-05,5.097477e-07
3299,0.000333667,1.3495577e-05,5.09116e-07
2390,0.000333667,1.3433596e-05,5.067778e-07
82,0.000333667,1.3297845e-05,5.016566e-07
3452,0.000667334,1.3260169e-05,5.002353e-07
3638,0.0001668335,1.32061905e-05,4.98199e-07
2706,0.0001668335,1.3063885e-05,4.928305e-07
789,0.0001668335,1.3000925e-05,4.9045536e-07
2647,0.000333667,1.2943607e-05,4.882931e-07
1727,0.0008341675,1.286083e-05,4.8517035e-07
207,0.0001668335,1.2670586e-05,4.7799347e-07
1839,0.0001668335,1.2608887e-05,4.756659e-07
2848,0.000333667,1.2431124e-05,4.6895983e-07
487,0.000333667,1.212007e-05,4.5722544e-07
2000,0.0005005005,1.20572395e-05,4.5485518e-07
1969,0.000333667,1.1967195e-05,4.5145828e-07
917,0.0005005005,1.1893215e-05,4.486674e-07
242,0.000333667,1.1887994e-05,4.4847047e-07
2283,0.0001668335,1.187056e-05,4.4781277e-07
3261,0.0001668335,1.17820955e-05,4.444755e-07
1281,0.0001668335,1.1524736e-05,4.3476666e-07
775,0.0001668335,1.1443861e-05,4.3171568e-07
2116,0.0001668335,1.1309852e-05,4.2666025e-07
2427,0.0001668335,1.1239304e-05,4.2399884e-07
14,0.000333667,1.1217683e-05,4.2318322e-07
208,0.0001668335,1.095322e-05,4.1320644e-07
1569,0.0001668335,1.0800057e-05,4.0742842e-07
640,0.000667334,1.0800044e-05,4.0742793e-07
1031,0.0001668335,1.0757272e-05,4.0581438e-07
138,0.0001668335,1.0627175e-05,4.009065e-07
2,0.0001668335,1.0370719e-05,3.912318e-07
1800,0.000333667,1.0132414e-05,3.822418e-07
2566,0.0005005005,1.0123696e-05,3.819129e-07
2119,0.0001668335,1.0071264e-05,3.7993496e-07
3952,0.0001668335,9.964975e-06,3.7592523e-07
2494,0.0001668335,9.861854e-06,3.7203503e-07
222,0.0001668335,9.849747e-06,3.715783e-07
2864,0.0001668335,9.7395305e-06,3.6742043e-07
3716,0.0001668335,9.510947e-06,3.587972e-07
2466,0.0001668335,9.0934545e-06,3.4304742e-07
403,0.000333667,8.8917395e-06,3.354378e-07
130,0.000333667,8.813455e-06,3.3248455e-07
845,0.0001668335,8.80319e-06,3.320973e-07
3252,0.0001668335,8.745027e-06,3.2990312e-07
1472,0.0001668335,8.674626e-06,3.2724725e-07
2069,0.0001668335,8.615691e-06,3.2502396e-07
2611,0.0001668335,8.518701e-06,3.2136506e-07
210,0.0001668335,8.372137e-06,3.1583596e-07
2448,0.0001668335,8.024568e-06,3.0272406e-07
3926,0.0001668335,7.998416e-06,3.0173746e-07
3976,0.0001668335,7.926724e-06,2.990329e-07
3962,0.000333667,7.580567e-06,2.8597427e-07
1712,0.0001668335,7.5593866e-06,2.8517525e-07
2816,0.0001668335,7.5367016e-06,2.8431947e-07
622,0.0001668335,7.5137914e-06,2.834552e-07
182,0.0001668335,7.5127714e-06,2.834167e-07
151,0.0001668335,7.270827e-06,2.7428945e-07
1096,0.0001668335,7.197888e-06,2.7153783e-07
3934,0.0001668335,7.1364916e-06,2.692217e-07
2701,0.0001668335,7.1040813e-06,2.67999e-07
3841,0.000333667,7.0952233e-06,2.6766483e-07
553,0.0001668335,7.081834e-06,2.6715975e-07
841,0.0001668335,7.0117603e-06,2.6451625e-07
1485,0.0001668335,6.9757943e-06,2.6315942e-07
1286,0.0001668335,6.969162e-06,2.6290923e-07
3446,0.000333667,6.9614457e-06,2.6261813e-07
541,0.0001668335,6.9107714e-06,2.6070646e-07
1864,0.0001668335,6.905175e-06,2.6049534e-07
2880,0.0001668335,6.7836268e-06,2.5590998e-07
3703,0.0001668335,6.744713e-06,2.5444197e-07
823,0.0001668335,6.7072315e-06,2.53028e-07
192,0.0001668335,6.6144494e-06,2.495278e-07
1642,0.000333667,6.5290506e-06,2.4630617e-07
3333,0.0001668335,6.26516e-06,2.36351e-07
2045,0.0005005005,6.260566e-06,2.3617768e-07
1019,0.000333667,6.2370277e-06,2.3528972e-07
2276,0.0001668335,6.213607e-06,2.3440617e-07
1284,0.0001668335,6.177738e-06,2.3305304e-07
3366,0.0001668335,5.608331e-06,2.1157234e-07
3730,0.000333667,5.600172e-06,2.1126455e-07
4021,0.0001668335,5.1470447e-06,1.9417048e-07
92,0.0001668335,5.1090606e-06,1.9273755e-07
2175,0.0001668335,5.109034e-06,1.9273655e-07
3188,0.0001668335,5.057989e-06,1.9081088e-07
1911,0.000667334,4.9598834e-06,1.8710989e-07
350,0.000333667,4.8750376e-06,1.8390911e-07
2984,0.000333667,4.8013003e-06,1.8112739e-07
2649,0.000333667,4.6012046e-06,1.7357885e-07
3771,0.0001668335,4.3134537e-06,1.6272355e-07
1410,0.0001668335,4.092677e-06,1.5439483e-07
370,0.000333667,4.0737145e-06,1.5367947e-07
3805,0.000333667,3.8853223e-06,1.4657243e-07
874,0.0001668335,3.6569852e-06,1.3795851e-07
3146,0.000333667,3.6255879e-06,1.3677405e-07
2341,0.0001668335,3.4639702e-06,1.3067708e-07
2303,0.0001668335,3.366642e-06,1.270054e-07
32,0.0001668335,3.265406e-06,1.2318631e-07
3127,0.0001668335,3.1983159e-06,1.2065536e-07
3043,0.0001668335,3.1702994e-06,1.1959844e-07
1983,0.0001668335,3.1064856e-06,1.1719109e-07
3276,0.000333667,3.102599e-06,1.1704448e-07
3971,0.0001668335,3.0948029e-06,1.1675037e-07
1030,0.0001668335,3.0832066e-06,1.16312904e-07
815,0.0001668335,3.0575436e-06,1.15344776e-07
1986,0.0001668335,2.9027576e-06,1.0950553e-07
1407,0.0001668335,2.8987283e-06,1.0935352e-07
513,0.000333667,2.8305917e-06,1.0678309e-07
798,0.0001668335,2.816596e-06,1.0625511e-07
1847,0.0001668335,2.7635003e-06,1.04252095e-07
993,0.0001668335,2.7564315e-06,1.0398543e-07
1999,0.0001668335,2.749049e-06,1.0370692e-07
2729,0.0001668335,2.6981108e-06,1.017853e-07
282,0.0001668335,2.4900896e-06,9.393777e-08
3774,0.0001668335,2.4551039e-06,9.2617945e-08
1789,0.0001668335,2.3705077e-06,8.9426585e-08
326,0.0001668335,2.2631082e-06,8.537497e-08
2043,0.0001668335,2.1581425e-06,8.141518e-08
2785,0.0001668335,1.9806914e-06,7.47209e-08
2841,0.0001668335,1.8827525e-06,7.1026186e-08
1915,0.0001668335,1.8577281e-06,7.008215e-08
2548,0.0001668335,1.7860955e-06,6.737984e-08
746,0.0001668335,1.7740717e-06,6.692624e-08
2314,0.0001668335,1.773428e-06,6.690196e-08
1958,0.0001668335,1.666651e-06,6.287383e-08
3046,0.000333667,1.6624845e-06,6.271665e-08
1020,0.0001668335,1.4175534e-06,5.3476715e-08
49,0.0001668335,1.3935153e-06,5.256988e-08
2636,0.0001668335,1.3704699e-06,5.1700503e-08
558,0.0001668335,1.359725e-06,5.1295157e-08
1767,0.0001668335,1.3210939e-06,4.9837812e-08
3761,0.0001668335,1.036823e-06,3.911379e-08
2371,0.0001668335,9.557864e-07,3.605671e-08
1889,0.0001668335,9.271094e-07,3.497488e-08
3967,0.0001668335,9.0241457e-07,3.404328e-08
1562,0.0001668335,8.968173e-07,3.3832123e-08
3921,0.0001668335,7.995589e-07,3.0163083e-08
3003,0.0001668335,7.927377e-07,2.9905756e-08
2600,0.0001668335,7.9068286e-07,2.9828236e-08
1682,0.0001668335,7.401709e-07,2.792269e-08
3372,0.0001668335,6.3899915e-07,2.4106022e-08
567,0.0001668335,5.7449677e-07,2.1672692e-08
3181,0.0001668335,4.0256472e-07,1.5186615e-08
597,0.0001668335,3.6092214e-07,1.3615663e-08
3837,0.0001668335,2.773817e-07,1.0464129e-08
4092,0.0001668335,2.2570595e-07,8.514679e-09
2526,0.0,1.15325825e-07,4.350627e-09
941,0.0,5.3348284e-08,2.0125455e-09
2974,0.0,0.0,0.0
2410,0.0,0.0,0.0
2416,0.0,0.0,0.0
2947,0.0,0.0,0.0
2948,0.0,0.0,0.0
2937,0.0,0.0,0.0
2409,0.0,0.0,0.0
2973,0.0,0.0,0.0
2939,0.0,0.0,0.0
2936,0.0,0.0,0.0
2941,0.0,0.0,0.0
2411,0.0,0.0,0.0
2412,0.0,0.0,0.0
2857,0.0,0.0,0.0
2940,0.0,0.0,0.0
2859,0.0,0.0,0.0
2856,0.0,0.0,0.0
2855,0.0,0.0,0.0
2860,0.0,0.0,0.0
2944,0.0,0.0,0.0
2414,0.0,0.0,0.0
2861,0.0,0.0,0.0
2975,0.0,0.0,0.0
2415,0.0,0.0,0.0
2408,0.0,0.0,0.0
2943,0.0,0.0,0.0
2381,0.0,0.0,0.0
2852,0.0,0.0,0.0
2942,0.0,0.0,0.0
2392,0.0,0.0,0.0
2972,0.0,0.0,0.0
2893,0.0,0.0,0.0
2373,0.0,0.0,0.0
2912,0.0,0.0,0.0
2966,0.0,0.0,0.0
2896,0.0,0.0,0.0
2913,0.0,0.0,0.0
2914,0.0,0.0,0.0
2915,0.0,0.0,0.0
2395,0.0,0.0,0.0
2396,0.0,0.0,0.0
2894,0.0,0.0,0.0
2916,0.0,0.0,0.0
