image_idx,image_name,image_path,global_top1_same,global_base_top1_neuron,global_base_top1_act,global_lora_top1_neuron,global_lora_top1_act,global_base_top5,global_base_top5_acts,global_lora_top5,global_lora_top5_acts,global_top5_overlap,global_top5_overlap,global_unique_to_base,global_unique_to_lora,patch88_top1_same,patch88_base_top1_neuron,patch88_base_top1_act,patch88_lora_top1_neuron,patch88_lora_top1_act,patch88_base_top5,patch88_base_top5_acts,patch88_lora_top5,patch88_lora_top5_acts,patch88_top5_overlap,patch88_top5_overlap,patch88_unique_to_base,patch88_unique_to_lora,patch88_l2_diff,patch88_max_abs_diff,patch88_mean_abs_diff,patch88_changed1_neuron,patch88_changed1_base,patch88_changed1_lora,patch88_changed1_delta,patch88_changed2_neuron,patch88_changed2_base,patch88_changed2_lora,patch88_changed2_delta,patch88_changed3_neuron,patch88_changed3_base,patch88_changed3_lora,patch88_changed3_delta,patch88_changed4_neuron,patch88_changed4_base,patch88_changed4_lora,patch88_changed4_delta,patch88_changed5_neuron,patch88_changed5_base,patch88_changed5_lora,patch88_changed5_delta
1569,Persian_68.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_68.jpg,True,38459,21.1245,38459,21.0368,"[38459, 2099, 4594, 41801, 33331]","[21.1245, 21.0389, 14.7074, 12.1066, 8.7066]","[38459, 2099, 4594, 41801, 33331]","[21.0368, 20.7313, 14.187, 11.9192, 8.7567]",5,5,[],[],True,38515,1.7384,38515,1.7062,"[38515, 14299, 34321, 18759, 38149]","[1.7384, 1.427, 1.4263, 1.3163, 1.0684]","[38515, 34321, 14299, 18759, 38149]","[1.7062, 1.4219, 1.2756, 1.2516, 1.0394]",5,5,[],[],0.4795,0.1514,0.000147,14299,1.427,1.2756,0.1514,20533,0.1952,0.1045,0.0907,2918,0.1761,0.1024,0.0737,33867,0.2036,0.2736,0.0699,34238,0.3707,0.3058,0.0649
1570,Persian_69.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_69.jpg,True,38459,20.8217,38459,21.1092,"[38459, 2099, 4594, 41801, 33331]","[20.8217, 20.6461, 14.8086, 11.9544, 8.4119]","[38459, 2099, 4594, 41801, 33331]","[21.1092, 20.9255, 14.8961, 12.1678, 8.5895]",5,5,[],[],True,38515,1.6405,38515,1.6257,"[38515, 23795, 34321, 43746, 25790]","[1.6405, 1.4381, 1.2052, 1.0526, 0.9708]","[38515, 23795, 34321, 43746, 25790]","[1.6257, 1.4148, 1.1991, 0.9692, 0.9581]",5,5,[],[],0.3655,0.0835,0.000104,43746,1.0526,0.9692,0.0835,45714,0.0157,0.0819,0.0663,34874,0.224,0.1651,0.0589,8266,0.335,0.2771,0.0579,17198,0.0557,0.0,0.0557
1571,Persian_7.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_7.jpg,True,38459,20.0246,38459,20.4105,"[38459, 2099, 4594, 41801, 33331]","[20.0246, 19.4624, 13.5189, 11.058, 8.2197]","[38459, 2099, 4594, 41801, 33331]","[20.4105, 19.937, 13.8917, 11.4568, 8.365]",5,5,[],[],True,20486,2.907,20486,2.8843,"[20486, 46076, 6690, 735, 38515]","[2.907, 1.7988, 1.6087, 1.5638, 1.1968]","[20486, 46076, 6690, 735, 38515]","[2.8843, 1.7464, 1.6729, 1.5587, 1.2067]",5,5,[],[],0.6727,0.14,0.000262,13027,0.0646,0.2046,0.14,4869,0.2781,0.169,0.1091,24741,0.0818,0.0,0.0818,31199,0.0506,0.1262,0.0756,44270,0.3587,0.2845,0.0742
1572,Persian_70.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_70.jpg,True,2099,20.6493,2099,20.4825,"[2099, 38459, 4594, 41801, 33331]","[20.6493, 20.4241, 15.4012, 12.6594, 8.1633]","[2099, 38459, 4594, 41801, 33331]","[20.4825, 20.3358, 15.162, 12.4274, 8.18]",5,5,[],[],True,38515,2.0071,38515,1.9877,"[38515, 18759, 23795, 7110, 34321]","[2.0071, 1.7354, 1.5508, 1.1866, 1.0717]","[38515, 18759, 23795, 7110, 34321]","[1.9877, 1.5967, 1.4469, 1.2169, 1.0558]",5,5,[],[],0.4136,0.1387,0.00011,18759,1.7354,1.5967,0.1387,23795,1.5508,1.4469,0.1038,21846,0.0256,0.1012,0.0756,6177,0.3035,0.3732,0.0697,19595,0.0805,0.0141,0.0665
1573,Persian_71.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_71.jpg,True,2099,25.6233,2099,25.7191,"[2099, 38459, 4594, 41801, 33331]","[25.6233, 24.2573, 19.8724, 17.7294, 9.7754]","[2099, 38459, 4594, 41801, 33331]","[25.7191, 24.3821, 19.8219, 17.7181, 9.9045]",5,5,[],[],True,18759,3.2231,18759,3.1657,"[18759, 38515, 21983, 34321, 20533]","[3.2231, 1.4944, 1.268, 0.9679, 0.9455]","[18759, 38515, 21983, 34321, 25790]","[3.1657, 1.4659, 1.2756, 0.9662, 0.8808]",4,4,[20533],[25790],0.4413,0.171,0.000109,41838,0.8405,0.6695,0.171,21925,0.4197,0.2926,0.1271,32352,0.3825,0.4654,0.0829,20533,0.9455,0.8638,0.0816,20516,0.5229,0.4513,0.0716
1574,Persian_72.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_72.jpg,True,2099,20.6423,2099,20.7993,"[2099, 38459, 4594, 41801, 33331]","[20.6423, 20.4342, 15.6022, 12.8524, 8.1014]","[2099, 38459, 4594, 41801, 33331]","[20.7993, 20.5762, 15.6324, 12.9578, 8.1994]",5,5,[],[],True,38515,1.8587,38515,1.8634,"[38515, 25790, 29095, 18759, 43494]","[1.8587, 1.3072, 1.1364, 1.0075, 1.0073]","[38515, 25790, 43494, 29095, 34321]","[1.8634, 1.3085, 1.1931, 1.1368, 0.8818]",4,4,[18759],[34321],0.5655,0.2031,0.000141,18759,1.0075,0.8044,0.2031,43494,1.0073,1.1931,0.1858,46853,0.2816,0.4464,0.1648,22396,0.2944,0.4347,0.1403,5336,0.1251,0.1992,0.0741
1575,Persian_74.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_74.jpg,True,2099,22.9034,2099,22.9286,"[2099, 38459, 4594, 41801, 33331]","[22.9034, 22.1287, 17.2576, 15.0073, 8.8939]","[2099, 38459, 4594, 41801, 33331]","[22.9286, 22.2014, 17.1374, 14.9444, 8.9973]",5,5,[],[],True,38515,1.4604,38515,1.4885,"[38515, 25790, 29676, 34321, 20496]","[1.4604, 1.0643, 0.8107, 0.7849, 0.7637]","[38515, 25790, 29676, 34321, 20496]","[1.4885, 1.0934, 0.8674, 0.8152, 0.7807]",5,5,[],[],0.4174,0.1412,0.000112,38149,0.0675,0.2087,0.1412,44040,0.0099,0.0991,0.0892,35033,0.0206,0.0888,0.0682,29676,0.8107,0.8674,0.0567,18222,0.029,0.0853,0.0562
1576,Persian_75.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_75.jpg,True,38459,20.1107,38459,19.837,"[38459, 2099, 4594, 41801, 33331]","[20.1107, 19.7517, 13.4708, 11.5022, 8.1881]","[38459, 2099, 4594, 41801, 33331]","[19.837, 19.3324, 12.9546, 10.9883, 8.1063]",5,5,[],[],True,31344,2.0326,31344,1.9815,"[31344, 38515, 34321, 34151, 25790]","[2.0326, 1.7093, 1.094, 1.0015, 0.9973]","[31344, 38515, 34321, 29095, 25790]","[1.9815, 1.7506, 1.1393, 1.003, 0.9954]",4,4,[34151],[29095],0.5378,0.1393,0.000162,31230,0.7181,0.5788,0.1393,34151,1.0015,0.9025,0.099,29552,0.027,0.1224,0.0953,16121,0.0633,0.1577,0.0945,12214,0.0934,0.0,0.0934
1577,Persian_76.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_76.jpg,True,38459,20.5981,38459,20.6366,"[38459, 2099, 4594, 41801, 33331]","[20.5981, 20.3746, 14.5959, 11.9124, 8.4909]","[38459, 2099, 4594, 41801, 33331]","[20.6366, 20.3717, 14.6815, 12.0389, 8.542]",5,5,[],[],True,38515,1.4721,38515,1.4865,"[38515, 20486, 951, 21671, 34321]","[1.4721, 1.3555, 1.3164, 0.8653, 0.8391]","[38515, 20486, 951, 34321, 21671]","[1.4865, 1.3481, 1.2252, 0.856, 0.842]",5,5,[],[],0.5716,0.1055,0.000176,26118,0.2902,0.1847,0.1055,7030,0.2761,0.174,0.1021,12402,0.3209,0.2208,0.1001,31199,0.5636,0.6624,0.0988,18627,0.0413,0.1376,0.0962
1578,Persian_77.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_77.jpg,True,38459,21.6651,38459,21.7588,"[38459, 2099, 4594, 41801, 33331]","[21.6651, 21.6086, 15.51, 13.2445, 8.6683]","[38459, 2099, 4594, 41801, 33331]","[21.7588, 21.6679, 15.472, 13.2387, 8.7394]",5,5,[],[],True,38515,1.4072,38515,1.4023,"[38515, 46333, 23127, 34321, 41980]","[1.4072, 1.2731, 0.9046, 0.8309, 0.7889]","[38515, 46333, 23127, 34321, 41980]","[1.4023, 1.2904, 0.8714, 0.8626, 0.7602]",5,5,[],[],0.4789,0.1525,0.000125,13248,0.2578,0.4102,0.1525,20516,0.2304,0.0939,0.1365,38561,0.072,0.1838,0.1118,27464,0.1888,0.0882,0.1006,10098,0.3385,0.4146,0.0762
1579,Persian_78.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_78.jpg,True,2099,20.9292,2099,21.2367,"[2099, 38459, 4594, 41801, 33331]","[20.9292, 20.8798, 14.996, 12.8964, 8.2709]","[2099, 38459, 4594, 41801, 33331]","[21.2367, 21.1679, 15.1699, 13.1302, 8.4491]",5,5,[],[],True,18759,1.8298,18759,1.7528,"[18759, 38515, 34321, 29095, 19999]","[1.8298, 1.7234, 0.9005, 0.8796, 0.8478]","[18759, 38515, 29095, 34321, 19999]","[1.7528, 1.7492, 0.9116, 0.9076, 0.8615]",5,5,[],[],0.3988,0.1609,0.0001,7110,0.4224,0.2615,0.1609,23795,0.1365,0.0413,0.0952,20533,0.453,0.3749,0.0782,18759,1.8298,1.7528,0.0771,13765,0.0723,0.0,0.0723
1580,Persian_79.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_79.jpg,True,2099,21.3853,2099,21.3486,"[2099, 38459, 4594, 41801, 33331]","[21.3853, 20.9131, 16.4656, 13.3033, 8.5065]","[2099, 38459, 4594, 41801, 33331]","[21.3486, 20.9078, 16.3767, 13.2043, 8.5274]",5,5,[],[],True,38515,1.3532,38515,1.3469,"[38515, 25790, 42219, 29095, 34321]","[1.3532, 1.0556, 0.8581, 0.8197, 0.7646]","[38515, 25790, 42219, 29095, 34321]","[1.3469, 1.0259, 0.8819, 0.8261, 0.7909]",5,5,[],[],0.4494,0.1256,0.000108,31199,0.3241,0.4497,0.1256,33867,0.2272,0.3244,0.0973,3478,0.3243,0.4172,0.0929,22658,0.0223,0.1098,0.0875,1529,0.0799,0.0,0.0799
1581,Persian_8.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_8.jpg,False,38459,21.3015,2099,21.5773,"[38459, 2099, 4594, 41801, 33331]","[21.3015, 21.2915, 15.3381, 12.8268, 8.6998]","[2099, 38459, 4594, 41801, 33331]","[21.5773, 21.5415, 15.5034, 13.0856, 8.8101]",5,5,[],[],True,38515,2.0397,38515,2.0447,"[38515, 34321, 29095, 21251, 5938]","[2.0397, 1.1013, 1.1012, 0.8212, 0.8155]","[38515, 34321, 29095, 8266, 32567]","[2.0447, 1.132, 1.1075, 0.8452, 0.8341]",3,3,"[5938, 21251]","[8266, 32567]",0.4396,0.1469,0.000113,8266,0.6983,0.8452,0.1469,23795,0.5378,0.4341,0.1037,3214,0.5305,0.6146,0.084,42949,0.0363,0.1194,0.0831,5076,0.227,0.1561,0.0709
1582,Persian_80.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_80.jpg,True,38459,21.6033,38459,21.8614,"[38459, 2099, 4594, 41801, 33331]","[21.6033, 21.5217, 15.663, 13.0419, 8.7574]","[38459, 2099, 4594, 41801, 33331]","[21.8614, 21.7768, 15.4946, 13.3005, 8.9001]",5,5,[],[],True,38515,1.669,38515,1.6411,"[38515, 33023, 34321, 27585, 41980]","[1.669, 1.0073, 0.9719, 0.9131, 0.9059]","[38515, 33023, 34321, 41980, 27585]","[1.6411, 0.9911, 0.979, 0.9192, 0.8925]",5,5,[],[],0.7844,0.2157,0.000257,3888,0.6355,0.4198,0.2157,3477,0.3274,0.1636,0.1638,35866,0.2527,0.1281,0.1246,5385,0.1839,0.0659,0.118,41904,0.0518,0.1591,0.1073
1583,Persian_81.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_81.jpg,True,2099,23.7395,2099,24.0275,"[2099, 38459, 4594, 41801, 33331]","[23.7395, 22.8479, 18.2062, 15.8917, 9.424]","[2099, 38459, 4594, 41801, 33331]","[24.0275, 23.1097, 18.2843, 16.0952, 9.5783]",5,5,[],[],True,38515,1.6833,38515,1.6739,"[38515, 34321, 29095, 25790, 20516]","[1.6833, 0.8716, 0.8483, 0.8359, 0.8271]","[38515, 34321, 29095, 25790, 20516]","[1.6739, 0.8542, 0.832, 0.8249, 0.7491]",5,5,[],[],0.4327,0.0813,0.00011,36354,0.1761,0.0949,0.0813,45367,0.0792,0.0,0.0792,20516,0.8271,0.7491,0.078,12796,0.0717,0.0,0.0717,6466,0.5105,0.4408,0.0697
1584,Persian_82.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_82.jpg,True,2099,21.3384,2099,21.3619,"[2099, 38459, 4594, 41801, 33331]","[21.3384, 21.1462, 15.7665, 13.0057, 8.535]","[2099, 38459, 4594, 41801, 33331]","[21.3619, 21.2182, 15.6528, 12.9318, 8.6238]",5,5,[],[],True,17198,2.7727,17198,2.7184,"[17198, 13876, 38515, 27693, 8781]","[2.7727, 2.0823, 1.3604, 1.3519, 1.1551]","[17198, 13876, 38515, 27693, 8781]","[2.7184, 1.9868, 1.3715, 1.2627, 1.0756]",5,5,[],[],0.5396,0.1379,0.000155,29749,0.3625,0.2246,0.1379,4869,0.2386,0.1265,0.1121,14659,0.7512,0.6547,0.0965,13876,2.0823,1.9868,0.0955,5794,0.1158,0.0237,0.0921
1585,Persian_83.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_83.jpg,True,38459,19.8065,38459,20.2278,"[38459, 2099, 4594, 41801, 33331]","[19.8065, 19.0917, 13.1456, 10.0951, 7.9222]","[38459, 2099, 4594, 41801, 33331]","[20.2278, 19.6159, 13.5555, 10.6073, 8.1787]",5,5,[],[],True,18759,2.7183,18759,2.6819,"[18759, 38515, 23795, 34321, 14299]","[2.7183, 2.0092, 1.4169, 1.3552, 1.2655]","[18759, 38515, 23795, 34321, 25790]","[2.6819, 1.9934, 1.3501, 1.3463, 1.2148]",4,4,[14299],[25790],0.4711,0.14,0.000142,38149,0.3895,0.2494,0.14,6466,0.3287,0.2222,0.1065,7110,0.9516,0.8603,0.0913,22295,0.1951,0.2747,0.0796,33023,0.8343,0.7593,0.0749
1586,Persian_84.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_84.jpg,True,38459,17.4722,38459,17.8347,"[38459, 2099, 4594, 41801, 8403]","[17.4722, 16.618, 11.657, 8.4869, 8.3624]","[38459, 2099, 4594, 41801, 8403]","[17.8347, 17.032, 11.9484, 8.8415, 8.1409]",5,5,[],[],True,38515,1.7053,38515,1.7109,"[38515, 47230, 34321, 18759, 25790]","[1.7053, 1.6677, 1.0062, 1.0027, 0.9126]","[38515, 47230, 34321, 25790, 35080]","[1.7109, 1.6416, 1.0111, 0.9212, 0.8495]",4,4,[18759],[35080],0.3724,0.1548,9.1e-05,18759,1.0027,0.8479,0.1548,31230,0.712,0.6295,0.0825,32352,0.6552,0.5834,0.0718,3478,0.4739,0.5427,0.0689,34151,0.8947,0.8324,0.0623
1587,Persian_85.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_85.jpg,True,2099,22.7043,2099,22.8766,"[2099, 38459, 4594, 41801, 33331]","[22.7043, 22.4499, 17.4089, 14.911, 9.271]","[2099, 38459, 4594, 41801, 33331]","[22.8766, 22.6213, 17.4495, 15.0345, 9.3809]",5,5,[],[],True,18759,1.7497,18759,1.6905,"[18759, 38515, 21983, 32430, 29095]","[1.7497, 1.5153, 1.5052, 1.1936, 1.0074]","[18759, 21983, 38515, 32430, 29095]","[1.6905, 1.5329, 1.5155, 1.1974, 1.0294]",5,5,[],[],0.3259,0.086,8.1e-05,29552,0.0927,0.1787,0.086,18759,1.7497,1.6905,0.0591,27217,0.029,0.0868,0.0578,9403,0.2351,0.1861,0.0491,6648,0.0973,0.1462,0.049
1588,Persian_86.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_86.jpg,True,2099,22.3431,2099,22.3667,"[2099, 38459, 4594, 41801, 33331]","[22.3431, 22.2003, 16.2486, 14.1923, 9.0872]","[2099, 38459, 4594, 41801, 33331]","[22.3667, 22.2454, 16.1873, 14.208, 9.138]",5,5,[],[],True,18759,2.2188,18759,2.233,"[18759, 38515, 23795, 20533, 34321]","[2.2188, 1.6804, 1.4888, 1.4715, 1.1346]","[18759, 38515, 20533, 23795, 34321]","[2.233, 1.6885, 1.465, 1.4387, 1.1601]",5,5,[],[],0.4825,0.118,0.00015,23677,0.1642,0.0463,0.118,36673,0.402,0.3178,0.0842,33867,0.0293,0.1131,0.0838,21983,0.0295,0.1065,0.077,14299,0.358,0.285,0.073
1589,Persian_87.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_87.jpg,True,2099,21.9685,2099,22.1324,"[2099, 38459, 4594, 41801, 33331]","[21.9685, 21.6586, 16.0077, 14.0116, 8.6507]","[2099, 38459, 4594, 41801, 33331]","[22.1324, 21.8206, 16.1115, 14.1414, 8.7579]",5,5,[],[],True,38515,1.8004,38515,1.804,"[38515, 34321, 29676, 32430, 29095]","[1.8004, 1.1023, 1.0964, 1.018, 1.0145]","[38515, 34321, 29676, 29095, 32430]","[1.804, 1.1199, 1.0566, 0.9984, 0.9768]",5,5,[],[],0.4872,0.1272,0.00014,17677,0.1387,0.2659,0.1272,16382,0.1153,0.0,0.1153,19319,0.0331,0.1371,0.104,44439,0.5383,0.4406,0.0977,6929,0.0267,0.1107,0.084
1590,Persian_88.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_88.jpg,True,2099,24.691,2099,24.7402,"[2099, 38459, 4594, 41801, 33331]","[24.691, 23.7367, 18.7045, 16.8998, 9.7228]","[2099, 38459, 4594, 41801, 33331]","[24.7402, 23.8168, 18.6747, 16.9357, 9.7972]",5,5,[],[],True,38515,1.6507,38515,1.6484,"[38515, 18759, 29095, 29676, 34321]","[1.6507, 1.3725, 1.0436, 0.9789, 0.9029]","[38515, 18759, 29095, 29676, 34321]","[1.6484, 1.1417, 1.0318, 0.9917, 0.9162]",5,5,[],[],0.4554,0.2308,0.000104,18759,1.3725,1.1417,0.2308,31199,0.116,0.2045,0.0885,34151,0.2013,0.1185,0.0828,24491,0.0316,0.114,0.0824,16121,0.0197,0.0927,0.073
1591,Persian_89.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_89.jpg,True,2099,21.1523,2099,21.374,"[2099, 38459, 4594, 41801, 33331]","[21.1523, 21.0809, 15.4101, 12.8712, 8.7483]","[2099, 38459, 4594, 41801, 33331]","[21.374, 21.3038, 15.4447, 13.013, 8.8903]",5,5,[],[],True,38515,1.5848,38515,1.5858,"[38515, 25790, 18759, 34321, 28815]","[1.5848, 1.0807, 0.965, 0.9314, 0.7759]","[38515, 25790, 28815, 34321, 18759]","[1.5858, 1.0344, 1.0335, 0.9341, 0.9057]",5,5,[],[],0.5992,0.2576,0.000157,28815,0.7759,1.0335,0.2576,41134,0.053,0.2267,0.1737,5076,0.6485,0.5574,0.0911,16914,0.091,0.0,0.091,7556,0.0816,0.0,0.0816
1592,Persian_9.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_9.jpg,True,38459,21.334,38459,21.7816,"[38459, 2099, 4594, 41801, 33331]","[21.334, 21.0016, 14.7848, 12.4275, 8.8607]","[38459, 2099, 4594, 41801, 33331]","[21.7816, 21.5581, 15.1895, 12.9643, 9.092]",5,5,[],[],True,38515,1.7451,38515,1.7579,"[38515, 41980, 34321, 31344, 33023]","[1.7451, 1.2116, 1.0772, 1.0092, 0.8787]","[38515, 41980, 34321, 31344, 33023]","[1.7579, 1.1383, 1.1218, 0.9222, 0.904]",5,5,[],[],0.6096,0.1787,0.000171,16382,0.3229,0.1442,0.1787,20875,0.201,0.0863,0.1147,19560,0.1133,0.0068,0.1065,33495,0.3692,0.267,0.1021,30680,0.6324,0.5371,0.0953
1593,Persian_90.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_90.jpg,True,38459,18.991,38459,19.0745,"[38459, 2099, 4594, 41801, 33331]","[18.991, 18.3251, 13.0125, 9.7823, 7.6012]","[38459, 2099, 4594, 41801, 33331]","[19.0745, 18.3903, 12.9791, 9.8381, 7.6697]",5,5,[],[],True,47457,1.776,47457,1.7218,"[47457, 38515, 31199, 510, 8266]","[1.776, 1.4608, 1.4107, 1.2718, 1.1102]","[47457, 38515, 31199, 510, 8266]","[1.7218, 1.4853, 1.4036, 1.3565, 1.2]",5,5,[],[],0.6548,0.2526,0.000203,38149,1.0448,0.7922,0.2526,35292,0.4766,0.3319,0.1448,7110,0.3623,0.241,0.1213,25917,0.2109,0.3175,0.1066,25374,0.7028,0.5963,0.1064
1594,Persian_91.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_91.jpg,True,2099,23.9888,2099,24.3259,"[2099, 38459, 4594, 41801, 33331]","[23.9888, 23.4017, 17.798, 16.0491, 9.5853]","[2099, 38459, 4594, 41801, 33331]","[24.3259, 23.6831, 18.0593, 16.4066, 9.7297]",5,5,[],[],True,38515,1.6797,38515,1.6111,"[38515, 32430, 3150, 29095, 18759]","[1.6797, 1.1642, 1.0385, 0.9109, 0.8001]","[38515, 32430, 3150, 29095, 18759]","[1.6111, 1.1831, 0.9884, 0.9037, 0.7592]",5,5,[],[],0.5953,0.1876,0.00017,6890,0.0,0.1876,0.1876,33495,0.1341,0.0,0.1341,6170,0.0341,0.1509,0.1168,38612,0.1861,0.2931,0.107,40413,0.5858,0.6647,0.0788
1595,Persian_94.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_94.jpg,True,2099,24.7508,2099,24.8372,"[2099, 38459, 4594, 41801, 33331]","[24.7508, 23.802, 18.651, 16.7567, 9.6843]","[2099, 38459, 4594, 41801, 33331]","[24.8372, 23.908, 18.5997, 16.813, 9.7717]",5,5,[],[],True,18759,1.861,18759,1.8472,"[18759, 38515, 20516, 34321, 6466]","[1.861, 1.721, 1.0892, 1.0248, 0.9295]","[18759, 38515, 34321, 20516, 6466]","[1.8472, 1.7634, 1.0341, 0.9947, 0.9479]",5,5,[],[],0.4315,0.1079,0.000106,20533,0.1518,0.0438,0.1079,12477,0.4502,0.3553,0.0949,20516,1.0892,0.9947,0.0945,31199,0.0613,0.1435,0.0822,31237,0.7779,0.6968,0.0811
1596,Persian_95.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_95.jpg,True,2099,23.5373,2099,23.88,"[2099, 38459, 4594, 41801, 33331]","[23.5373, 22.8395, 17.8662, 15.8291, 9.1611]","[2099, 38459, 4594, 41801, 33331]","[23.88, 23.157, 18.1107, 16.1255, 9.3694]",5,5,[],[],False,38459,7.3356,39589,6.0457,"[38459, 3874, 133, 15485, 39589]","[7.3356, 5.9739, 5.9252, 5.5207, 5.4239]","[39589, 38459, 3874, 15485, 133]","[6.0457, 5.9874, 5.8216, 5.7389, 5.6549]",5,5,[],[],2.6018,1.3482,0.000358,38459,7.3356,5.9874,1.3482,2099,4.8385,3.526,1.3125,8403,2.2822,3.3371,1.0549,4594,1.8586,0.988,0.8706,33331,1.7281,1.0703,0.6578
1597,Persian_97.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_97.jpg,True,38459,18.1799,38459,18.8214,"[38459, 2099, 4594, 41801, 33331]","[18.1799, 17.49, 12.3191, 8.9531, 7.1951]","[38459, 2099, 4594, 41801, 33331]","[18.8214, 18.2594, 12.811, 9.7192, 7.5467]",5,5,[],[],True,38515,1.8328,38515,1.8372,"[38515, 25790, 29095, 34321, 19999]","[1.8328, 1.1236, 1.0245, 0.8982, 0.7557]","[38515, 25790, 29095, 34321, 8325]","[1.8372, 1.1289, 1.0308, 0.9353, 0.7619]",4,4,[19999],[8325],0.5047,0.1109,0.000142,48674,0.0639,0.1749,0.1109,23426,0.0,0.0939,0.0939,31199,0.0593,0.146,0.0868,5366,0.0,0.0857,0.0857,3022,0.2171,0.3008,0.0837
1598,Persian_98.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_98.jpg,True,38459,21.6698,38459,21.5845,"[38459, 2099, 4594, 41801, 33331]","[21.6698, 21.515, 15.4634, 13.6894, 8.7818]","[38459, 2099, 4594, 41801, 33331]","[21.5845, 21.3146, 15.1635, 13.358, 8.8038]",5,5,[],[],True,38515,1.7826,38515,1.7378,"[38515, 25702, 47070, 34321, 31199]","[1.7826, 1.1095, 1.0201, 1.0105, 0.9532]","[38515, 47070, 25702, 31199, 34321]","[1.7378, 1.0402, 0.9958, 0.9867, 0.9714]",5,5,[],[],1.3799,0.2562,0.000505,30941,0.4915,0.2353,0.2562,6144,0.6794,0.4369,0.2424,26238,0.2217,0.0183,0.2034,26055,0.5028,0.3082,0.1947,16627,0.2172,0.031,0.1862
1599,Persian_99.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Persian_99.jpg,False,2099,21.4521,38459,20.3929,"[2099, 38459, 4594, 41801, 33331]","[21.4521, 21.1332, 15.9778, 13.4889, 8.489]","[38459, 2099, 4594, 41801, 33331]","[20.3929, 20.3825, 14.8339, 12.2269, 8.244]",5,5,[],[],True,18759,2.4131,18759,2.2958,"[18759, 38515, 34321, 29095, 41838]","[2.4131, 1.9171, 1.1591, 1.1344, 1.0759]","[18759, 38515, 29095, 34321, 20533]","[2.2958, 1.9169, 1.1542, 1.1528, 0.9856]",4,4,[41838],[20533],0.4613,0.1574,0.000114,41838,1.0759,0.9185,0.1574,7110,0.3799,0.2308,0.1491,18759,2.4131,2.2958,0.1173,28815,0.2816,0.3797,0.098,40673,0.1616,0.2233,0.0618
1600,Ragdoll_1.jpg,/home/sunayana/Documents/Concept_LoRA/data/OxfordPets/images/Ragdoll_1.jpg,True,2099,21.7435,2099,21.6296,"[2099, 38459, 4594, 41801, 33331]","[21.7435, 21.1182, 16.6453, 13.9874, 8.1259]","[2099, 38459, 4594, 41801, 33331]","[21.6296, 21.1091, 16.4017, 13.7964, 8.1319]",5,5,[],[],False,8403,2.6721,25790,1.7742,"[8403, 39589, 25790, 45783, 29095]","[2.6721, 2.4497, 1.0173, 0.7382, 0.7294]","[25790, 38515, 25702, 29095, 34321]","[1.7742, 1.1905, 0.9679, 0.9635, 0.8427]",2,2,"[8403, 39589, 45783]","[25702, 34321, 38515]",5.5597,2.6721,0.001494,8403,2.6721,0.0,2.6721,39589,2.4497,0.0,2.4497,38515,0.0,1.1905,1.1905,34321,0.0,0.8427,0.8427,25790,1.0173,1.7742,0.7569
