image_idx,image_name,image_path,global_top1_same,global_base_top1_neuron,global_base_top1_act,global_lora_top1_neuron,global_lora_top1_act,global_base_top5,global_base_top5_acts,global_lora_top5,global_lora_top5_acts,global_top5_overlap,global_top5_overlap,global_unique_to_base,global_unique_to_lora,patch88_top1_same,patch88_base_top1_neuron,patch88_base_top1_act,patch88_lora_top1_neuron,patch88_lora_top1_act,patch88_base_top5,patch88_base_top5_acts,patch88_lora_top5,patch88_lora_top5_acts,patch88_top5_overlap,patch88_top5_overlap,patch88_unique_to_base,patch88_unique_to_lora,patch88_l2_diff,patch88_max_abs_diff,patch88_mean_abs_diff,patch88_changed1_neuron,patch88_changed1_base,patch88_changed1_lora,patch88_changed1_delta,patch88_changed2_neuron,patch88_changed2_base,patch88_changed2_lora,patch88_changed2_delta,patch88_changed3_neuron,patch88_changed3_base,patch88_changed3_lora,patch88_changed3_delta,patch88_changed4_neuron,patch88_changed4_base,patch88_changed4_lora,patch88_changed4_delta,patch88_changed5_neuron,patch88_changed5_base,patch88_changed5_lora,patch88_changed5_delta
3370,Forest_1331.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1331.jpg,True,2099,20.1206,2099,21.1477,"[2099, 38459, 4594, 41801, 33331]","[20.1206, 19.7349, 16.0132, 12.2437, 8.1355]","[2099, 38459, 4594, 41801, 33331]","[21.1477, 20.4153, 16.371, 13.5954, 8.5395]",5,5,[],[],False,39589,6.9581,25790,1.3377,"[39589, 8403, 15485, 133, 3874]","[6.9581, 6.3343, 4.987, 3.48, 2.8518]","[25790, 16770, 15358, 3537, 46901]","[1.3377, 1.1321, 1.1111, 0.9815, 0.8382]",0,0,"[133, 3874, 8403, 15485, 39589]","[3537, 15358, 16770, 25790, 46901]",13.1895,6.9581,0.003504,39589,6.9581,0.0,6.9581,8403,6.3343,0.0,6.3343,15485,4.987,0.0,4.987,133,3.48,0.0,3.48,3874,2.8518,0.0,2.8518
3371,Forest_1332.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1332.jpg,True,2099,20.2145,2099,19.3534,"[2099, 38459, 4594, 41801, 33331]","[20.2145, 19.8207, 16.0063, 12.2623, 8.2866]","[2099, 38459, 4594, 41801, 33331]","[19.3534, 19.0924, 14.9798, 11.3839, 7.8311]",5,5,[],[],False,8403,6.5544,15358,1.6002,"[8403, 39589, 15485, 133, 16094]","[6.5544, 6.4858, 3.9981, 2.4877, 2.2563]","[15358, 25790, 16770, 27607, 16439]","[1.6002, 1.5535, 1.2128, 1.0059, 0.8393]",0,0,"[133, 8403, 15485, 16094, 39589]","[15358, 16439, 16770, 25790, 27607]",13.1794,6.5544,0.004229,8403,6.5544,0.0,6.5544,39589,6.4858,0.0,6.4858,15485,3.9981,0.0,3.9981,133,2.4877,0.0,2.4877,16094,2.2563,0.0,2.2563
3372,Forest_1333.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1333.jpg,True,2099,22.1479,2099,22.3863,"[2099, 38459, 4594, 41801, 33331]","[22.1479, 21.5102, 17.7576, 14.19, 9.0858]","[2099, 38459, 4594, 41801, 33331]","[22.3863, 21.7703, 17.6102, 14.5803, 9.1932]",5,5,[],[],False,14350,0.986,1915,1.2647,"[14350, 38515, 34321, 36126, 40429]","[0.986, 0.8366, 0.7964, 0.6542, 0.5784]","[1915, 38515, 25790, 34321, 47070]","[1.2647, 1.1881, 1.0551, 1.0407, 0.7733]",2,2,"[14350, 36126, 40429]","[1915, 25790, 47070]",3.6211,1.2647,0.001086,1915,0.0,1.2647,1.2647,2025,0.0,0.6688,0.6688,14350,0.986,0.3662,0.6199,46720,0.0,0.5672,0.5672,3537,0.0,0.5241,0.5241
3373,Forest_1334.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1334.jpg,True,2099,20.0875,2099,20.4574,"[2099, 38459, 4594, 41801, 33331]","[20.0875, 19.7326, 15.6853, 12.1069, 8.2516]","[2099, 38459, 4594, 41801, 33331]","[20.4574, 19.8188, 16.1376, 12.6314, 8.2476]",5,5,[],[],False,25790,0.8775,38515,0.9087,"[25790, 38515, 34321, 24370, 30086]","[0.8775, 0.8122, 0.4729, 0.4685, 0.4626]","[38515, 25790, 34321, 14809, 43373]","[0.9087, 0.8687, 0.8099, 0.6853, 0.6713]",3,3,"[24370, 30086]","[14809, 43373]",3.4092,0.57,0.001195,14809,0.1152,0.6853,0.57,3537,0.0759,0.6268,0.5509,17086,0.0,0.5306,0.5306,21727,0.0,0.5248,0.5248,4171,0.0,0.4911,0.4911
3374,Forest_1335.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1335.jpg,True,2099,21.0218,2099,22.1285,"[2099, 38459, 4594, 41801, 33331]","[21.0218, 20.2305, 17.0327, 12.9429, 8.2158]","[2099, 38459, 4594, 41801, 33331]","[22.1285, 20.9007, 17.9958, 14.3944, 8.3028]",5,5,[],[],False,31040,1.381,38515,1.214,"[31040, 38515, 45385, 43373, 25790]","[1.381, 1.0417, 0.9386, 0.9239, 0.8886]","[38515, 30308, 25790, 14809, 34321]","[1.214, 1.1291, 1.0236, 0.9906, 0.8589]",2,2,"[31040, 43373, 45385]","[14809, 30308, 34321]",5.6814,1.381,0.002182,31040,1.381,0.0,1.381,30308,0.0,1.1291,1.1291,45385,0.9386,0.0,0.9386,14809,0.2406,0.9906,0.75,48214,0.0,0.7091,0.7091
3375,Forest_1336.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1336.jpg,True,2099,18.7632,2099,19.3562,"[2099, 38459, 4594, 41801, 33331]","[18.7632, 18.7008, 14.532, 10.6513, 7.862]","[2099, 38459, 4594, 41801, 33331]","[19.3562, 18.977, 14.9746, 11.5718, 7.7264]",5,5,[],[],False,25790,1.188,38515,1.1618,"[25790, 38515, 34321, 16439, 9889]","[1.188, 1.1639, 0.8556, 0.8017, 0.6496]","[38515, 25790, 34321, 25702, 5076]","[1.1618, 1.0061, 0.787, 0.6452, 0.6426]",3,3,"[9889, 16439]","[5076, 25702]",3.3854,0.6496,0.001129,9889,0.6496,0.0,0.6496,27607,0.5695,0.0379,0.5316,4171,0.0,0.5254,0.5254,10552,0.4776,0.0,0.4776,41338,0.0,0.4484,0.4484
3376,Forest_1337.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1337.jpg,True,2099,19.6828,2099,21.0564,"[2099, 38459, 4594, 41801, 33331]","[19.6828, 19.3774, 15.775, 11.9038, 8.0122]","[2099, 38459, 4594, 41801, 33331]","[21.0564, 20.5354, 16.5256, 13.1622, 8.5799]",5,5,[],[],False,8403,7.1659,25790,1.0638,"[8403, 39589, 15485, 133, 16094]","[7.1659, 7.0216, 4.3561, 2.9062, 2.4]","[25790, 16439, 38515, 27607, 34321]","[1.0638, 0.9622, 0.9461, 0.7461, 0.7105]",0,0,"[133, 8403, 15485, 16094, 39589]","[16439, 25790, 27607, 34321, 38515]",14.0041,7.1659,0.004301,8403,7.1659,0.0,7.1659,39589,7.0216,0.0,7.0216,15485,4.3561,0.0,4.3561,133,2.9062,0.0,2.9062,16094,2.4,0.0,2.4
3377,Forest_1338.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1338.jpg,True,2099,17.5545,2099,18.026,"[2099, 38459, 4594, 41801, 39589]","[17.5545, 17.5399, 13.9738, 9.1857, 7.8181]","[2099, 38459, 4594, 41801, 33331]","[18.026, 17.8857, 14.2242, 9.979, 7.0278]",4,4,[39589],[33331],True,38459,12.4193,38459,12.9111,"[38459, 2099, 4594, 133, 15485]","[12.4193, 11.5655, 9.1181, 6.6487, 6.1132]","[38459, 2099, 4594, 133, 15485]","[12.9111, 12.0761, 9.2314, 5.9118, 5.2249]",5,5,[],[],5.112,0.8883,0.00224,15485,6.1132,5.2249,0.8883,35394,0.0382,0.8276,0.7894,133,6.6487,5.9118,0.7369,41801,3.5327,4.2566,0.7238,33571,0.0698,0.7327,0.6629
3378,Forest_1339.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1339.jpg,True,38459,15.368,38459,16.979,"[38459, 2099, 4594, 41801, 39589]","[15.368, 14.9192, 11.7396, 7.148, 7.1389]","[38459, 2099, 4594, 41801, 33331]","[16.979, 16.6979, 12.8141, 8.7247, 6.8922]",4,4,[39589],[33331],True,8403,6.7449,8403,4.8657,"[8403, 39589, 16094, 15485, 133]","[6.7449, 5.8942, 3.345, 2.8374, 1.2437]","[8403, 39589, 16094, 25790, 16770]","[4.8657, 3.5855, 3.3141, 1.3925, 1.0901]",3,3,"[133, 15485]","[16770, 25790]",6.8269,2.5408,0.003123,15485,2.8374,0.2966,2.5408,39589,5.8942,3.5855,2.3087,8403,6.7449,4.8657,1.8792,133,1.2437,0.0,1.2437,15358,0.1226,0.922,0.7994
3379,Forest_134.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_134.jpg,True,2099,19.2022,2099,19.0784,"[2099, 38459, 4594, 41801, 33331]","[19.2022, 18.8773, 15.2799, 11.4809, 7.759]","[2099, 38459, 4594, 41801, 33331]","[19.0784, 18.6951, 14.9201, 11.6769, 7.622]",5,5,[],[],False,8403,5.6425,25790,1.1569,"[8403, 39589, 16094, 15485, 5269]","[5.6425, 4.4964, 3.1932, 1.4619, 1.0792]","[25790, 16770, 15358, 38515, 27607]","[1.1569, 1.0279, 1.0113, 0.9948, 0.93]",0,0,"[5269, 8403, 15485, 16094, 39589]","[15358, 16770, 25790, 27607, 38515]",10.272,5.6425,0.003236,8403,5.6425,0.0,5.6425,39589,4.4964,0.0,4.4964,16094,3.1932,0.0,3.1932,15485,1.4619,0.0,1.4619,45783,1.0469,0.0,1.0469
3380,Forest_1340.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1340.jpg,True,2099,19.7907,2099,19.5316,"[2099, 38459, 4594, 41801, 33331]","[19.7907, 19.3252, 15.6405, 11.8045, 8.0035]","[2099, 38459, 4594, 41801, 33331]","[19.5316, 19.1379, 15.3983, 11.5759, 7.9057]",5,5,[],[],False,46473,0.9461,38515,1.1098,"[46473, 2965, 38515, 15554, 25398]","[0.9461, 0.9388, 0.7812, 0.6505, 0.5492]","[38515, 25790, 34321, 16770, 45271]","[1.1098, 0.8214, 0.7648, 0.7381, 0.7172]",1,1,"[2965, 15554, 25398, 46473]","[16770, 25790, 34321, 45271]",3.8592,0.7381,0.001199,16770,0.0,0.7381,0.7381,25790,0.1096,0.8214,0.7117,46473,0.9461,0.2581,0.688,46901,0.0,0.6397,0.6397,15554,0.6505,0.0919,0.5586
3381,Forest_1341.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1341.jpg,True,2099,20.3816,2099,20.6733,"[2099, 38459, 4594, 41801, 33331]","[20.3816, 19.9192, 16.0949, 12.7068, 8.2981]","[2099, 38459, 4594, 41801, 33331]","[20.6733, 20.1179, 16.142, 12.6967, 8.3071]",5,5,[],[],False,45271,1.163,25916,1.4231,"[45271, 3537, 5064, 38515, 47816]","[1.163, 1.1219, 0.8803, 0.867, 0.7992]","[25916, 4171, 38515, 25790, 1180]","[1.4231, 1.3385, 1.329, 0.916, 0.8831]",1,1,"[3537, 5064, 45271, 47816]","[1180, 4171, 25790, 25916]",4.8699,1.4231,0.00155,25916,0.0,1.4231,1.4231,3537,1.1219,0.0,1.1219,1180,0.0,0.8831,0.8831,8557,0.0,0.8797,0.8797,5064,0.8803,0.0076,0.8727
3382,Forest_1342.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1342.jpg,True,2099,21.0734,2099,21.3632,"[2099, 38459, 4594, 41801, 33331]","[21.0734, 20.5225, 16.3784, 13.0167, 8.7085]","[2099, 38459, 4594, 41801, 33331]","[21.3632, 20.5969, 16.8014, 13.6541, 8.5973]",5,5,[],[],False,38515,0.8575,25790,1.4055,"[38515, 21540, 45770, 25790, 3537]","[0.8575, 0.8023, 0.794, 0.7894, 0.701]","[25790, 38515, 34321, 16439, 36037]","[1.4055, 1.2571, 1.1207, 0.9089, 0.8578]",2,2,"[3537, 21540, 45770]","[16439, 34321, 36037]",4.4333,0.8023,0.001528,21540,0.8023,0.0,0.8023,45770,0.794,0.0,0.794,32682,0.0,0.6998,0.6998,34321,0.4524,1.1207,0.6683,48984,0.0,0.653,0.653
3383,Forest_1343.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1343.jpg,True,2099,17.8679,2099,17.0114,"[2099, 38459, 4594, 41801, 39589]","[17.8679, 17.7376, 14.1194, 9.6017, 7.3177]","[2099, 38459, 4594, 41801, 33331]","[17.0114, 16.9837, 13.4317, 8.9575, 6.6847]",4,4,[39589],[33331],True,25790,1.0656,25790,1.3978,"[25790, 14809, 38515, 27607, 15358]","[1.0656, 0.9324, 0.8626, 0.6793, 0.6713]","[25790, 15358, 38515, 16770, 34321]","[1.3978, 1.1759, 1.0168, 0.8978, 0.8391]",3,3,"[14809, 27607]","[16770, 34321]",3.3097,0.5754,0.00105,3537,0.0,0.5754,0.5754,14809,0.9324,0.3642,0.5682,37785,0.0,0.5499,0.5499,16770,0.3606,0.8978,0.5372,17086,0.0,0.5048,0.5048
3384,Forest_1344.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1344.jpg,False,38459,17.8317,2099,17.7872,"[38459, 2099, 4594, 41801, 33331]","[17.8317, 17.8002, 13.987, 9.9378, 7.3191]","[2099, 38459, 4594, 41801, 33331]","[17.7872, 17.628, 14.0662, 10.1945, 6.9171]",5,5,[],[],True,25790,1.1586,25790,1.4266,"[25790, 42219, 34321, 38515, 3301]","[1.1586, 0.7348, 0.7163, 0.7134, 0.5113]","[25790, 15358, 16770, 16439, 27607]","[1.4266, 1.1423, 1.0813, 0.8782, 0.8739]",1,1,"[3301, 34321, 38515, 42219]","[15358, 16439, 16770, 27607]",3.4563,1.1409,0.000994,15358,0.0014,1.1423,1.1409,16770,0.0,1.0813,1.0813,37785,0.0,0.7752,0.7752,16439,0.2503,0.8782,0.628,33492,0.0,0.5523,0.5523
3385,Forest_1345.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1345.jpg,True,2099,21.42,2099,21.7466,"[2099, 38459, 4594, 41801, 33331]","[21.42, 20.7428, 17.1305, 13.4677, 8.6186]","[2099, 38459, 4594, 41801, 33331]","[21.7466, 20.8239, 17.1333, 14.0033, 8.4434]",5,5,[],[],False,41813,1.691,38515,1.3364,"[41813, 14809, 38515, 34321, 25790]","[1.691, 1.3854, 1.1916, 0.6917, 0.6584]","[38515, 25790, 18274, 34321, 45888]","[1.3364, 1.0686, 1.0117, 0.9115, 0.8587]",3,3,"[14809, 41813]","[18274, 45888]",3.7406,1.691,0.00097,41813,1.691,0.0,1.691,18274,0.0,1.0117,1.0117,14809,1.3854,0.536,0.8494,10872,0.0,0.8081,0.8081,45521,0.562,0.0,0.562
3386,Forest_1346.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1346.jpg,False,38459,18.348,2099,19.4352,"[38459, 2099, 4594, 41801, 33331]","[18.348, 18.3169, 14.4037, 10.1501, 7.6701]","[2099, 38459, 4594, 41801, 33331]","[19.4352, 19.3768, 15.0884, 11.4213, 8.0884]",5,5,[],[],True,8403,4.5705,8403,3.019,"[8403, 39589, 16094, 5269, 15485]","[4.5705, 3.7404, 2.2833, 1.0851, 1.08]","[8403, 39589, 25790, 16094, 3537]","[3.019, 2.8049, 1.3564, 1.1877, 1.0107]",3,3,"[5269, 15485]","[3537, 25790]",4.7446,1.5515,0.002129,8403,4.5705,3.019,1.5515,16094,2.2833,1.1877,1.0956,39589,3.7404,2.8049,0.9355,45783,0.8417,0.0,0.8417,15485,1.08,0.4605,0.6195
3387,Forest_1347.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1347.jpg,True,2099,19.9262,2099,20.693,"[2099, 38459, 4594, 41801, 33331]","[19.9262, 19.5925, 15.5764, 11.9276, 8.2179]","[2099, 38459, 4594, 41801, 33331]","[20.693, 20.087, 16.1109, 12.8322, 8.3462]",5,5,[],[],False,31040,1.0878,25790,1.306,"[31040, 38515, 25790, 34321, 19999]","[1.0878, 0.9647, 0.911, 0.7906, 0.5758]","[25790, 38515, 34321, 16439, 30476]","[1.306, 1.1725, 0.879, 0.8368, 0.8231]",3,3,"[19999, 31040]","[16439, 30476]",3.2084,1.0878,0.000948,31040,1.0878,0.0,1.0878,27607,0.0,0.6451,0.6451,46187,0.0,0.5239,0.5239,45385,0.519,0.0,0.519,32740,0.0,0.4909,0.4909
3388,Forest_1348.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1348.jpg,True,2099,22.1388,2099,23.2377,"[2099, 38459, 4594, 41801, 33331]","[22.1388, 21.2062, 17.8936, 14.3688, 8.7521]","[2099, 38459, 4594, 41801, 33331]","[23.2377, 21.7893, 18.9272, 15.6351, 8.9321]",5,5,[],[],False,34825,1.3734,32080,1.9851,"[34825, 38515, 45888, 34321, 32567]","[1.3734, 0.8981, 0.7887, 0.7454, 0.6455]","[32080, 39150, 35838, 38515, 45888]","[1.9851, 1.3982, 1.2983, 1.2356, 1.1852]",2,2,"[32567, 34321, 34825]","[32080, 35838, 39150]",4.6813,1.4906,0.001441,32080,0.4945,1.9851,1.4906,34825,1.3734,0.0538,1.3195,35838,0.0,1.2983,1.2983,39150,0.1811,1.3982,1.2172,32699,0.0,0.7768,0.7768
3389,Forest_1349.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1349.jpg,True,2099,20.7987,2099,20.1712,"[2099, 38459, 4594, 41801, 33331]","[20.7987, 20.3925, 16.0568, 12.8357, 8.5992]","[2099, 38459, 4594, 41801, 33331]","[20.1712, 19.6923, 15.5511, 12.6902, 8.0241]",5,5,[],[],True,38459,10.4804,38459,8.3292,"[38459, 2099, 133, 4594, 15485]","[10.4804, 8.9127, 6.6677, 5.9592, 5.7183]","[38459, 2099, 133, 15485, 39589]","[8.3292, 6.5912, 5.4102, 5.144, 5.1128]",4,4,[4594],[39589],6.0847,2.3367,0.002333,4594,5.9592,3.6226,2.3367,2099,8.9127,6.5912,2.3215,38459,10.4804,8.3292,2.1512,133,6.6677,5.4102,1.2576,33331,3.5982,2.378,1.2202
3390,Forest_135.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_135.jpg,True,2099,20.6684,2099,19.4006,"[2099, 38459, 4594, 41801, 33331]","[20.6684, 20.4, 16.0644, 12.0676, 8.5873]","[2099, 38459, 4594, 41801, 33331]","[19.4006, 19.2836, 14.7538, 10.9312, 7.745]",5,5,[],[],False,25790,1.8003,45155,1.2806,"[25790, 15358, 38515, 16770, 27607]","[1.8003, 1.4407, 0.8467, 0.7956, 0.7636]","[45155, 25790, 38515, 34321, 37785]","[1.2806, 1.0015, 0.9459, 0.7295, 0.6501]",2,2,"[15358, 16770, 27607]","[34321, 37785, 45155]",4.1783,1.2806,0.001184,45155,0.0,1.2806,1.2806,15358,1.4407,0.1787,1.262,25790,1.8003,1.0015,0.7988,16770,0.7956,0.0,0.7956,27607,0.7636,0.1124,0.6512
3391,Forest_1350.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1350.jpg,True,2099,19.38,2099,19.4315,"[2099, 38459, 4594, 41801, 33331]","[19.38, 18.9471, 15.4047, 11.6848, 7.74]","[2099, 38459, 4594, 41801, 33331]","[19.4315, 19.0785, 15.2015, 11.6863, 7.7539]",5,5,[],[],True,38459,9.4704,38459,9.1484,"[38459, 2099, 133, 15485, 4594]","[9.4704, 7.997, 6.8522, 6.047, 5.6608]","[38459, 2099, 133, 15485, 39589]","[9.1484, 7.5053, 5.9068, 5.3158, 4.9054]",4,4,[4594],[39589],5.6545,0.9454,0.002747,133,6.8522,5.9068,0.9454,4594,5.6608,4.7917,0.8691,15485,6.047,5.3158,0.7312,3874,5.5692,4.8381,0.7311,3537,0.0,0.7019,0.7019
3392,Forest_1351.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1351.jpg,True,2099,21.6857,2099,22.0405,"[2099, 38459, 4594, 41801, 33331]","[21.6857, 20.9091, 17.1757, 14.1126, 8.641]","[2099, 38459, 4594, 41801, 33331]","[22.0405, 21.1229, 17.2852, 14.357, 8.6092]",5,5,[],[],False,8403,3.4245,38515,1.3744,"[8403, 16094, 39589, 25790, 14809]","[3.4245, 2.3772, 2.2415, 1.0841, 1.0097]","[38515, 25790, 1915, 34321, 29095]","[1.3744, 1.102, 1.093, 1.0786, 0.8877]",1,1,"[8403, 14809, 16094, 39589]","[1915, 29095, 34321, 38515]",8.0436,3.4245,0.003195,8403,3.4245,0.0,3.4245,16094,2.3772,0.0,2.3772,39589,2.2415,0.0,2.2415,38515,0.0,1.3744,1.3744,1915,0.0,1.093,1.093
3393,Forest_1352.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1352.jpg,True,38459,16.5163,38459,17.342,"[38459, 2099, 4594, 41801, 39589]","[16.5163, 16.2766, 12.6913, 8.5357, 7.7438]","[38459, 2099, 4594, 41801, 33331]","[17.342, 17.3185, 13.5487, 9.386, 6.9706]",4,4,[39589],[33331],False,42949,1.1985,38515,1.2189,"[42949, 25790, 38515, 34321, 34574]","[1.1985, 0.9854, 0.9762, 0.7323, 0.7027]","[38515, 25790, 29095, 34321, 40545]","[1.2189, 1.1276, 0.8055, 0.7277, 0.6833]",3,3,"[34574, 42949]","[29095, 40545]",3.5886,1.1985,0.001079,42949,1.1985,0.0,1.1985,34574,0.7027,0.0,0.7027,17205,0.0,0.6448,0.6448,19714,0.533,0.0,0.533,38921,0.0092,0.5267,0.5175
3394,Forest_1353.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1353.jpg,True,2099,20.1058,2099,19.9205,"[2099, 38459, 4594, 41801, 33331]","[20.1058, 19.4795, 16.3118, 12.0278, 7.8888]","[2099, 38459, 4594, 41801, 33331]","[19.9205, 19.3911, 15.9127, 12.1133, 7.8838]",5,5,[],[],False,10033,1.3535,38515,1.0634,"[10033, 38515, 45888, 14809, 19227]","[1.3535, 0.9151, 0.7968, 0.756, 0.7303]","[38515, 25790, 16439, 34321, 30476]","[1.0634, 0.8939, 0.8728, 0.739, 0.6327]",1,1,"[10033, 14809, 19227, 45888]","[16439, 25790, 30476, 34321]",3.6765,1.3535,0.001037,10033,1.3535,0.0,1.3535,16439,0.0223,0.8728,0.8505,19227,0.7303,0.0,0.7303,13697,0.5845,0.0,0.5845,25790,0.358,0.8939,0.5359
3395,Forest_1354.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1354.jpg,False,38459,19.1407,2099,19.9399,"[38459, 2099, 4594, 41801, 33331]","[19.1407, 19.11, 14.531, 10.9584, 8.1012]","[2099, 38459, 4594, 41801, 33331]","[19.9399, 19.856, 15.0375, 11.7209, 8.4092]",5,5,[],[],True,25790,1.6884,25790,1.5719,"[25790, 38515, 8443, 29095, 36037]","[1.6884, 1.1799, 0.9154, 0.7637, 0.7171]","[25790, 38515, 37677, 36037, 5076]","[1.5719, 1.1093, 0.7794, 0.7636, 0.6915]",3,3,"[8443, 29095]","[5076, 37677]",2.8415,0.9154,0.000837,8443,0.9154,0.0,0.9154,33364,0.5571,0.0,0.5571,41532,0.4947,0.0,0.4947,13430,0.0687,0.4951,0.4265,25981,0.4105,0.0,0.4105
3396,Forest_1355.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1355.jpg,False,38459,17.5071,2099,18.6702,"[38459, 2099, 4594, 41801, 33331]","[17.5071, 17.3676, 13.5639, 9.5053, 7.2424]","[2099, 38459, 4594, 41801, 33331]","[18.6702, 18.4514, 14.4469, 11.0628, 7.5699]",5,5,[],[],False,8403,4.4793,25790,1.5372,"[8403, 39589, 16094, 5269, 3537]","[4.4793, 3.1202, 2.9631, 1.1187, 1.1108]","[25790, 15358, 16770, 27607, 36131]","[1.5372, 1.2322, 1.1398, 1.0057, 0.9912]",0,0,"[3537, 5269, 8403, 16094, 39589]","[15358, 16770, 25790, 27607, 36131]",9.6243,4.4793,0.004016,8403,4.4793,0.0,4.4793,39589,3.1202,0.0,3.1202,16094,2.9631,0.0,2.9631,5269,1.1187,0.0,1.1187,38515,0.0,0.9801,0.9801
3397,Forest_1356.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1356.jpg,True,2099,20.0801,2099,20.5552,"[2099, 38459, 4594, 41801, 33331]","[20.0801, 19.6184, 16.0414, 12.6311, 8.0323]","[2099, 38459, 4594, 41801, 33331]","[20.5552, 20.026, 16.1116, 12.9966, 8.2]",5,5,[],[],True,38515,1.0913,38515,1.3074,"[38515, 25790, 8985, 34321, 14810]","[1.0913, 0.9182, 0.769, 0.6439, 0.5433]","[38515, 25790, 34321, 29095, 36131]","[1.3074, 1.0201, 0.7535, 0.7273, 0.7045]",3,3,"[8985, 14810]","[29095, 36131]",3.0868,0.769,0.000938,8985,0.769,0.0,0.769,7556,0.0,0.5886,0.5886,33093,0.0607,0.5747,0.5141,47437,0.5044,0.0,0.5044,18274,0.0,0.4999,0.4999
3398,Forest_1357.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1357.jpg,True,2099,19.8926,2099,19.5278,"[2099, 38459, 4594, 41801, 33331]","[19.8926, 19.7729, 15.356, 11.7815, 8.1923]","[2099, 38459, 4594, 41801, 33331]","[19.5278, 19.3958, 14.7244, 11.7276, 7.9247]",5,5,[],[],False,35322,0.8901,38515,0.6389,"[35322, 45271, 38515, 25790, 34321]","[0.8901, 0.7966, 0.6749, 0.5862, 0.5239]","[38515, 35322, 42970, 8325, 25790]","[0.6389, 0.5969, 0.5313, 0.5083, 0.4506]",3,3,"[34321, 45271]","[8325, 42970]",2.1281,0.5313,0.000503,42970,0.0,0.5313,0.5313,45271,0.7966,0.2814,0.5152,44899,0.0,0.42,0.42,30785,0.0,0.4145,0.4145,29767,0.5179,0.1278,0.3901
3399,Forest_1358.jpg,/home/sunayana/Documents/Concept_LoRA/data/eurosat/2750/Forest/Forest_1358.jpg,True,2099,18.8263,2099,20.5113,"[2099, 38459, 4594, 41801, 33331]","[18.8263, 18.5532, 14.9378, 10.6689, 7.4874]","[2099, 38459, 4594, 41801, 33331]","[20.5113, 19.6666, 16.4436, 12.8126, 7.8649]",5,5,[],[],False,34321,1.018,38515,1.0747,"[34321, 38515, 25790, 46187, 45385]","[1.018, 0.9586, 0.8163, 0.7073, 0.6321]","[38515, 25790, 34321, 35582, 12399]","[1.0747, 0.8704, 0.7391, 0.613, 0.5543]",3,3,"[45385, 46187]","[12399, 35582]",3.6929,0.7073,0.001283,46187,0.7073,0.0,0.7073,45385,0.6321,0.0,0.6321,35582,0.0,0.613,0.613,21014,0.5841,0.0,0.5841,12399,0.0,0.5543,0.5543
