image_idx,image_name,image_path,global_top1_same,global_base_top1_neuron,global_base_top1_act,global_lora_top1_neuron,global_lora_top1_act,global_base_top5,global_base_top5_acts,global_lora_top5,global_lora_top5_acts,global_top5_overlap,global_top5_overlap,global_unique_to_base,global_unique_to_lora,patch88_top1_same,patch88_base_top1_neuron,patch88_base_top1_act,patch88_lora_top1_neuron,patch88_lora_top1_act,patch88_base_top5,patch88_base_top5_acts,patch88_lora_top5,patch88_lora_top5_acts,patch88_top5_overlap,patch88_top5_overlap,patch88_unique_to_base,patch88_unique_to_lora,patch88_l2_diff,patch88_max_abs_diff,patch88_mean_abs_diff,patch88_changed1_neuron,patch88_changed1_base,patch88_changed1_lora,patch88_changed1_delta,patch88_changed2_neuron,patch88_changed2_base,patch88_changed2_lora,patch88_changed2_delta,patch88_changed3_neuron,patch88_changed3_base,patch88_changed3_lora,patch88_changed3_delta,patch88_changed4_neuron,patch88_changed4_base,patch88_changed4_lora,patch88_changed4_delta,patch88_changed5_neuron,patch88_changed5_base,patch88_changed5_lora,patch88_changed5_delta
597,img_000597_label8,img_000597_label8,True,2099,21.1798,2099,23.5786,"[2099, 38459, 4594, 41801, 33331]","[21.1798, 20.8755, 16.0989, 13.0555, 8.7614]","[2099, 38459, 4594, 41801, 33331]","[23.5786, 23.0313, 18.3017, 15.3362, 9.7416]",5,5,[],[],True,38515,1.386,38515,1.8309,"[38515, 25790, 16439, 14809, 30476]","[1.386, 1.2796, 1.1358, 0.9015, 0.771]","[38515, 25790, 14809, 16439, 42219]","[1.8309, 1.2052, 0.9664, 0.9402, 0.918]",4,4,[30476],[42219],4.1386,0.6912,0.001705,23381,0.0,0.6912,0.6912,7444,0.0,0.6271,0.6271,16365,0.1058,0.7233,0.6175,42219,0.3706,0.918,0.5474,10180,0.0,0.4799,0.4799
598,img_000598_label0,img_000598_label0,True,38459,17.8755,38459,18.575,"[38459, 2099, 4594, 41801, 133]","[17.8755, 17.5063, 13.6046, 9.21, 7.9913]","[38459, 2099, 4594, 41801, 133]","[18.575, 18.2223, 14.0285, 9.4746, 7.8394]",5,5,[],[],False,38515,1.4771,18463,1.604,"[38515, 25790, 48820, 36392, 44690]","[1.4771, 1.133, 1.0052, 0.8361, 0.8012]","[18463, 38515, 10358, 25790, 34321]","[1.604, 1.1407, 0.7582, 0.6752, 0.6182]",2,2,"[36392, 44690, 48820]","[10358, 18463, 34321]",4.0291,1.604,0.001095,18463,0.0,1.604,1.604,48820,1.0052,0.0,1.0052,36392,0.8361,0.0,0.8361,44690,0.8012,0.0,0.8012,10638,0.7631,0.0,0.7631
599,img_000599_label1,img_000599_label1,True,2099,18.5089,2099,18.7797,"[2099, 38459, 4594, 41801, 133]","[18.5089, 18.2385, 14.9781, 10.1066, 8.1148]","[2099, 38459, 4594, 41801, 133]","[18.7797, 18.4631, 15.1313, 10.2515, 7.9146]",5,5,[],[],True,38515,0.6696,38515,0.702,"[38515, 47815, 34321, 32567, 26699]","[0.6696, 0.5889, 0.5738, 0.4946, 0.488]","[38515, 10638, 34321, 29095, 3301]","[0.702, 0.4608, 0.4206, 0.4128, 0.3862]",2,2,"[26699, 32567, 47815]","[3301, 10638, 29095]",1.8865,0.488,0.000458,26699,0.488,0.0,0.488,10638,0.0,0.4608,0.4608,9889,0.4148,0.0101,0.4046,18085,0.0,0.361,0.361,18721,0.0,0.3238,0.3238
600,img_000600_label2,img_000600_label2,True,38459,18.6815,38459,16.5747,"[38459, 2099, 4594, 41801, 33331]","[18.6815, 18.4214, 13.7477, 10.0915, 7.7661]","[38459, 2099, 4594, 41801, 133]","[16.5747, 15.5836, 10.9749, 7.4635, 6.6229]",4,4,[33331],[133],False,39589,5.7573,38459,8.7957,"[39589, 15485, 133, 3874, 8403]","[5.7573, 4.9756, 4.5326, 4.1341, 4.083]","[38459, 2099, 133, 3874, 15485]","[8.7957, 6.5834, 6.5221, 6.0137, 5.1964]",3,3,"[8403, 39589]","[2099, 38459]",13.3278,7.5333,0.003203,38459,1.2624,8.7957,7.5333,2099,0.0,6.5834,6.5834,8403,4.083,0.0,4.083,4594,0.0,3.8,3.8,33331,0.0,2.7478,2.7478
601,img_000601_label7,img_000601_label7,True,2099,21.8971,2099,22.2128,"[2099, 38459, 4594, 41801, 33331]","[21.8971, 21.1554, 16.8578, 14.0478, 8.7486]","[2099, 38459, 4594, 41801, 33331]","[22.2128, 21.4941, 16.9051, 14.3542, 8.6641]",5,5,[],[],True,38515,1.1503,38515,1.7919,"[38515, 25790, 45770, 16439, 32567]","[1.1503, 1.0148, 0.8754, 0.7365, 0.7231]","[38515, 25790, 16439, 34321, 14809]","[1.7919, 1.3319, 1.1926, 1.1336, 0.8586]",3,3,"[32567, 45770]","[14809, 34321]",4.5139,0.8597,0.001811,45770,0.8754,0.0156,0.8597,38515,1.1503,1.7919,0.6416,34321,0.5381,1.1336,0.5955,5938,0.0,0.5795,0.5795,16365,0.0,0.508,0.508
602,img_000602_label4,img_000602_label4,True,2099,20.7105,2099,22.0463,"[2099, 38459, 4594, 41801, 33331]","[20.7105, 20.5398, 15.4697, 12.5828, 8.7609]","[2099, 38459, 4594, 41801, 33331]","[22.0463, 21.5475, 16.5226, 13.8725, 9.2447]",5,5,[],[],True,38515,1.0644,38515,1.6493,"[38515, 25790, 41963, 9439, 6890]","[1.0644, 0.9816, 0.8973, 0.7739, 0.7519]","[38515, 25790, 34321, 42219, 147]","[1.6493, 1.2535, 0.9009, 0.6586, 0.6362]",2,2,"[6890, 9439, 41963]","[147, 34321, 42219]",3.5707,0.8973,0.001171,41963,0.8973,0.0,0.8973,9439,0.7739,0.0,0.7739,6890,0.7519,0.0,0.7519,9889,0.6218,0.0,0.6218,14809,0.0236,0.6294,0.6058
603,img_000603_label8,img_000603_label8,True,2099,20.0704,2099,21.534,"[2099, 38459, 4594, 41801, 33331]","[20.0704, 20.0349, 14.9323, 12.124, 8.4843]","[2099, 38459, 4594, 41801, 33331]","[21.534, 21.3773, 16.4357, 13.6227, 9.0919]",5,5,[],[],True,38515,1.4848,38515,1.9365,"[38515, 25790, 34321, 34605, 30985]","[1.4848, 0.944, 0.9114, 0.7048, 0.6222]","[38515, 25790, 34321, 29767, 25702]","[1.9365, 1.2685, 1.069, 0.9652, 0.869]",3,3,"[30985, 34605]","[25702, 29767]",4.8249,0.6587,0.001971,6632,0.0603,0.719,0.6587,7444,0.0,0.6371,0.6371,29676,0.0,0.6036,0.6036,45965,0.0,0.5428,0.5428,30853,0.0,0.542,0.542
604,img_000604_label0,img_000604_label0,True,2099,19.2289,2099,20.2569,"[2099, 38459, 4594, 41801, 133]","[19.2289, 18.9747, 15.6742, 11.2365, 7.7129]","[2099, 38459, 4594, 41801, 33331]","[20.2569, 20.0643, 16.2084, 11.8653, 8.0279]",4,4,[133],[33331],True,38515,1.225,38515,1.216,"[38515, 1915, 25790, 34321, 36131]","[1.225, 0.9573, 0.876, 0.7914, 0.7462]","[38515, 25790, 47070, 34321, 36131]","[1.216, 0.98, 0.7831, 0.7587, 0.6291]",4,4,[1915],[47070],2.4685,0.9573,0.000686,1915,0.9573,0.0,0.9573,32734,0.473,0.0,0.473,27678,0.4617,0.0,0.4617,14809,0.3983,0.019,0.3793,45147,0.3533,0.0,0.3533
605,img_000605_label8,img_000605_label8,True,38459,19.5419,38459,20.4803,"[38459, 2099, 4594, 41801, 33331]","[19.5419, 19.3998, 14.4395, 10.8236, 8.1516]","[38459, 2099, 4594, 41801, 33331]","[20.4803, 20.2779, 15.1352, 11.4582, 8.3373]",5,5,[],[],False,8403,2.1386,38515,1.7803,"[8403, 16094, 39589, 25790, 14809]","[2.1386, 1.6421, 1.2364, 1.1457, 1.0734]","[38515, 25790, 27607, 25702, 16365]","[1.7803, 1.5739, 0.8488, 0.7947, 0.7612]",1,1,"[8403, 14809, 16094, 39589]","[16365, 25702, 27607, 38515]",7.9481,2.1386,0.004023,8403,2.1386,0.0,2.1386,38515,0.0,1.7803,1.7803,16094,1.6421,0.0,1.6421,39589,1.2364,0.0,1.2364,19136,0.7868,0.0,0.7868
606,img_000606_label3,img_000606_label3,True,38459,18.5202,38459,18.7729,"[38459, 2099, 4594, 41801, 33331]","[18.5202, 18.0958, 13.0878, 9.6669, 7.7029]","[38459, 2099, 4594, 41801, 33331]","[18.7729, 18.3136, 13.1419, 10.0616, 7.5491]",5,5,[],[],True,38515,1.0685,38515,1.6638,"[38515, 25790, 34321, 40429, 40545]","[1.0685, 0.8106, 0.6792, 0.5952, 0.5653]","[38515, 38168, 25790, 17205, 34321]","[1.6638, 1.3937, 1.2143, 1.1015, 1.1009]",3,3,"[40429, 40545]","[17205, 38168]",3.5894,0.9712,0.001118,17205,0.1303,1.1015,0.9712,38168,0.5112,1.3937,0.8825,14299,0.0,0.6307,0.6307,38515,1.0685,1.6638,0.5953,23877,0.0,0.5548,0.5548
607,img_000607_label0,img_000607_label0,True,38459,19.4351,38459,19.8062,"[38459, 2099, 4594, 41801, 33331]","[19.4351, 18.8401, 13.6245, 10.2675, 8.492]","[38459, 2099, 4594, 41801, 33331]","[19.8062, 19.3328, 13.9376, 10.8096, 8.511]",5,5,[],[],True,38515,1.1514,38515,1.1984,"[38515, 47070, 36131, 510, 32458]","[1.1514, 0.7971, 0.7824, 0.6729, 0.6479]","[38515, 25790, 34321, 42219, 34605]","[1.1984, 0.8265, 0.779, 0.7494, 0.6005]",1,1,"[510, 32458, 36131, 47070]","[25790, 34321, 34605, 42219]",2.4496,0.6729,0.00066,510,0.6729,0.0,0.6729,32458,0.6479,0.0449,0.6031,43494,0.5977,0.0,0.5977,38859,0.0,0.5975,0.5975,47070,0.7971,0.2807,0.5164
608,img_000608_label3,img_000608_label3,True,38459,17.7329,38459,17.8537,"[38459, 2099, 4594, 41801, 133]","[17.7329, 17.466, 12.6581, 9.5392, 7.1832]","[38459, 2099, 4594, 41801, 33331]","[17.8537, 17.2591, 12.1894, 9.1346, 6.9832]",4,4,[133],[33331],False,34825,1.7992,38515,1.9975,"[34825, 38515, 25790, 984, 34321]","[1.7992, 1.1473, 0.9417, 0.8907, 0.7277]","[38515, 25790, 34321, 29767, 40545]","[1.9975, 1.5602, 1.2164, 0.8291, 0.8286]",3,3,"[984, 34825]","[29767, 40545]",5.0939,1.7992,0.001806,34825,1.7992,0.0,1.7992,984,0.8907,0.0,0.8907,38515,1.1473,1.9975,0.8502,43373,0.0,0.7596,0.7596,34151,0.0181,0.7164,0.6983
609,img_000609_label0,img_000609_label0,True,38459,19.9635,38459,20.5597,"[38459, 2099, 4594, 41801, 33331]","[19.9635, 19.9036, 15.8776, 11.4132, 8.2943]","[38459, 2099, 4594, 41801, 33331]","[20.5597, 20.5452, 16.2445, 12.0808, 8.6868]",5,5,[],[],True,39589,6.5266,39589,5.4104,"[39589, 15485, 133, 3874, 8403]","[6.5266, 5.8007, 5.4457, 4.9538, 4.6328]","[39589, 8403, 15485, 133, 3874]","[5.4104, 4.9485, 3.6806, 2.9041, 1.9958]",5,5,[],[],6.0999,2.958,0.001989,3874,4.9538,1.9958,2.958,133,5.4457,2.9041,2.5417,15485,5.8007,3.6806,2.1201,38459,1.5593,0.0,1.5593,39589,6.5266,5.4104,1.1162
610,img_000610_label3,img_000610_label3,True,38459,17.1189,38459,17.9235,"[38459, 2099, 4594, 41801, 133]","[17.1189, 16.4317, 11.6169, 7.923, 6.9382]","[38459, 2099, 4594, 41801, 33331]","[17.9235, 17.3266, 12.255, 9.1588, 7.0221]",4,4,[133],[33331],False,47581,1.2622,38515,1.5932,"[47581, 14809, 38515, 34874, 29767]","[1.2622, 1.0299, 0.8959, 0.6838, 0.669]","[38515, 34321, 25790, 27907, 38168]","[1.5932, 1.0906, 1.0325, 0.9017, 0.7999]",1,1,"[14809, 29767, 34874, 47581]","[25790, 27907, 34321, 38168]",4.4236,1.2622,0.001527,47581,1.2622,0.0,1.2622,38168,0.0,0.7999,0.7999,38515,0.8959,1.5932,0.6973,43373,0.0061,0.6776,0.6715,40545,0.1194,0.716,0.5966
611,img_000611_label6,img_000611_label6,True,38459,19.779,38459,21.0619,"[38459, 2099, 4594, 41801, 33331]","[19.779, 19.5917, 14.5625, 11.3925, 8.5731]","[38459, 2099, 4594, 41801, 33331]","[21.0619, 20.798, 15.4666, 12.2857, 9.2992]",5,5,[],[],True,38515,1.1835,38515,1.6336,"[38515, 14809, 25790, 29095, 21836]","[1.1835, 0.8369, 0.785, 0.6775, 0.6037]","[38515, 29095, 20336, 34605, 25790]","[1.6336, 0.977, 0.9309, 0.82, 0.755]",3,3,"[14809, 21836]","[20336, 34605]",3.2158,0.5551,0.001078,20336,0.3758,0.9309,0.5551,6088,0.0,0.4769,0.4769,42949,0.0166,0.473,0.4565,14613,0.0,0.4547,0.4547,36465,0.0,0.4544,0.4544
612,img_000612_label0,img_000612_label0,True,38459,18.5976,38459,19.4953,"[38459, 2099, 4594, 41801, 133]","[18.5976, 18.3589, 14.3261, 9.8758, 7.8917]","[38459, 2099, 4594, 41801, 33331]","[19.4953, 19.4538, 15.2213, 11.1299, 7.9069]",4,4,[133],[33331],True,25790,1.384,25790,1.6418,"[25790, 14809, 15358, 38515, 33376]","[1.384, 0.9571, 0.7682, 0.752, 0.7512]","[25790, 38515, 34321, 14809, 42219]","[1.6418, 1.204, 0.9065, 0.7675, 0.7454]",3,3,"[15358, 33376]","[34321, 42219]",2.4462,0.6637,0.000643,21293,0.6637,0.0,0.6637,15358,0.7682,0.1053,0.6629,782,0.5554,0.0312,0.5241,42219,0.2569,0.7454,0.4885,38515,0.752,1.204,0.452
613,img_000613_label0,img_000613_label0,True,38459,18.0742,38459,18.7401,"[38459, 2099, 4594, 41801, 133]","[18.0742, 17.4934, 13.4404, 9.2545, 7.5868]","[38459, 2099, 4594, 41801, 33331]","[18.7401, 18.2607, 14.0657, 9.6821, 7.9201]",4,4,[133],[33331],True,38515,1.1434,38515,1.2436,"[38515, 25790, 34321, 14809, 33093]","[1.1434, 1.071, 0.7118, 0.608, 0.5361]","[38515, 21553, 25790, 34605, 44624]","[1.2436, 1.0934, 0.9163, 0.6626, 0.5672]",2,2,"[14809, 33093, 34321]","[21553, 34605, 44624]",2.4969,1.0934,0.000622,21553,0.0,1.0934,1.0934,44624,0.0,0.5672,0.5672,36673,0.4706,0.0,0.4706,47711,0.4597,0.0,0.4597,9470,0.4434,0.0,0.4434
614,img_000614_label4,img_000614_label4,True,2099,21.2629,2099,22.5629,"[2099, 38459, 4594, 41801, 33331]","[21.2629, 20.7957, 16.5858, 13.3398, 8.7504]","[2099, 38459, 4594, 41801, 33331]","[22.5629, 21.6617, 17.7359, 14.9745, 8.8853]",5,5,[],[],True,25790,1.2695,25790,1.2184,"[25790, 15358, 16770, 14809, 46901]","[1.2695, 0.882, 0.8497, 0.8282, 0.6613]","[25790, 16770, 15358, 14809, 16439]","[1.2184, 0.825, 0.8197, 0.6637, 0.6123]",4,4,[46901],[16439],3.2565,0.4652,0.001251,35322,0.4854,0.0203,0.4652,33376,0.4462,0.0,0.4462,46246,0.4227,0.0,0.4227,10979,0.4168,0.0,0.4168,36168,0.0606,0.4562,0.3956
615,img_000615_label3,img_000615_label3,False,38459,19.2494,2099,21.0501,"[38459, 2099, 4594, 41801, 33331]","[19.2494, 19.2296, 13.9224, 11.22, 8.1592]","[2099, 38459, 4594, 41801, 33331]","[21.0501, 20.7942, 15.4011, 13.2549, 8.6101]",5,5,[],[],True,38515,1.1798,38515,1.3446,"[38515, 25790, 34321, 47070, 44906]","[1.1798, 0.8431, 0.7068, 0.6625, 0.5333]","[38515, 34321, 25790, 40545, 18139]","[1.3446, 1.0623, 1.0053, 0.8429, 0.8089]",3,3,"[44906, 47070]","[18139, 40545]",2.9815,0.8089,0.000877,18139,0.0,0.8089,0.8089,31805,0.0,0.6161,0.6161,38168,0.0,0.5802,0.5802,44906,0.5333,0.0,0.5333,15554,0.0,0.5214,0.5214
616,img_000616_label1,img_000616_label1,False,38459,17.6266,2099,18.587,"[38459, 2099, 4594, 41801, 39589]","[17.6266, 17.5649, 13.9029, 9.4013, 7.3594]","[2099, 38459, 4594, 41801, 133]","[18.587, 18.4861, 14.4986, 10.1825, 7.5617]",4,4,[39589],[133],True,38515,1.0891,38515,1.0413,"[38515, 34321, 25790, 27607, 25702]","[1.0891, 1.0841, 1.0457, 0.6537, 0.6046]","[38515, 25790, 34321, 25702, 29767]","[1.0413, 1.0286, 0.8682, 0.701, 0.6295]",4,4,[27607],[29767],2.9193,0.5377,0.000933,1965,0.0,0.5377,0.5377,12366,0.6023,0.0915,0.5108,13958,0.0,0.5022,0.5022,48289,0.0,0.4975,0.4975,38168,0.0,0.4906,0.4906
617,img_000617_label4,img_000617_label4,False,38459,19.4809,2099,20.9533,"[38459, 2099, 4594, 41801, 33331]","[19.4809, 19.4756, 14.515, 11.241, 8.0929]","[2099, 38459, 4594, 41801, 33331]","[20.9533, 20.7149, 15.5464, 12.4677, 8.5411]",5,5,[],[],True,38515,1.1064,38515,1.493,"[38515, 25790, 34321, 29767, 35381]","[1.1064, 0.8188, 0.5876, 0.5195, 0.507]","[38515, 25790, 5336, 30061, 34321]","[1.493, 1.1442, 1.0904, 1.0276, 1.0248]",3,3,"[29767, 35381]","[5336, 30061]",3.5169,1.0904,0.001045,5336,0.0,1.0904,1.0904,30061,0.0,1.0276,1.0276,7556,0.0178,0.6068,0.589,7707,0.0,0.5754,0.5754,18139,0.0,0.5557,0.5557
618,img_000618_label1,img_000618_label1,True,38459,17.7732,38459,17.6734,"[38459, 2099, 4594, 41801, 133]","[17.7732, 17.6751, 14.2479, 9.1893, 8.3683]","[38459, 2099, 4594, 41801, 133]","[17.6734, 17.6011, 14.1464, 8.8372, 8.2735]",5,5,[],[],False,37677,1.0986,32214,1.206,"[37677, 8985, 23754, 38515, 25790]","[1.0986, 0.9375, 0.9362, 0.7594, 0.6934]","[32214, 25790, 10638, 38515, 34321]","[1.206, 0.9568, 0.8645, 0.7985, 0.6933]",2,2,"[8985, 23754, 37677]","[10638, 32214, 34321]",3.5331,1.1152,0.000996,32214,0.0908,1.206,1.1152,37677,1.0986,0.0,1.0986,23754,0.9362,0.0,0.9362,10638,0.0,0.8645,0.8645,8985,0.9375,0.2393,0.6982
619,img_000619_label0,img_000619_label0,False,38459,19.2957,2099,20.3396,"[38459, 2099, 4594, 41801, 133]","[19.2957, 19.2103, 15.086, 10.8231, 8.0218]","[2099, 38459, 4594, 41801, 33331]","[20.3396, 20.2493, 16.0484, 11.8255, 8.4646]",4,4,[133],[33331],False,15554,1.3314,69,1.1661,"[15554, 18059, 37393, 38515, 19937]","[1.3314, 1.2279, 1.1994, 1.1449, 0.9194]","[69, 25790, 38515, 29767, 34321]","[1.1661, 1.0523, 1.0509, 0.7411, 0.6489]",1,1,"[15554, 18059, 19937, 37393]","[69, 25790, 29767, 34321]",4.7452,1.3273,0.001394,15554,1.3314,0.0042,1.3273,18059,1.2279,0.0,1.2279,37393,1.1994,0.0,1.1994,69,0.0,1.1661,1.1661,19937,0.9194,0.0,0.9194
620,img_000620_label8,img_000620_label8,True,2099,20.8572,2099,22.0781,"[2099, 38459, 4594, 41801, 33331]","[20.8572, 20.8518, 15.6077, 12.4836, 8.9233]","[2099, 38459, 4594, 41801, 33331]","[22.0781, 21.8763, 16.728, 13.7305, 9.1661]",5,5,[],[],True,38515,1.0863,38515,1.4651,"[38515, 9140, 25790, 34605, 34321]","[1.0863, 0.7129, 0.6079, 0.569, 0.4317]","[38515, 25790, 25702, 5076, 3774]","[1.4651, 0.8701, 0.7444, 0.7239, 0.6129]",2,2,"[9140, 34321, 34605]","[3774, 5076, 25702]",3.2234,0.7129,0.001051,9140,0.7129,0.0,0.7129,5076,0.1617,0.7239,0.5622,16439,0.0,0.5465,0.5465,2687,0.0,0.4677,0.4677,3774,0.1563,0.6129,0.4566
621,img_000621_label0,img_000621_label0,True,38459,19.1707,38459,20.2368,"[38459, 2099, 4594, 41801, 33331]","[19.1707, 18.6961, 13.6683, 10.2752, 8.3206]","[38459, 2099, 4594, 41801, 33331]","[20.2368, 20.0102, 14.7239, 12.0024, 8.6679]",5,5,[],[],True,38515,1.2935,38515,1.022,"[38515, 25790, 12273, 14809, 29767]","[1.2935, 0.6898, 0.6767, 0.6161, 0.5833]","[38515, 25790, 49082, 34321, 27607]","[1.022, 0.8258, 0.7959, 0.7172, 0.6964]",2,2,"[12273, 14809, 29767]","[27607, 34321, 49082]",2.8151,0.7959,0.000778,49082,0.0,0.7959,0.7959,14809,0.6161,0.0625,0.5536,25179,0.0,0.5265,0.5265,42219,0.1337,0.6326,0.4989,27607,0.2263,0.6964,0.4701
622,img_000622_label8,img_000622_label8,False,2099,21.7594,38459,20.5757,"[2099, 38459, 4594, 41801, 33331]","[21.7594, 21.3516, 16.2905, 13.6615, 9.1126]","[38459, 2099, 4594, 41801, 33331]","[20.5757, 20.1892, 14.5942, 11.856, 8.8331]",5,5,[],[],True,38459,8.6763,38459,12.1594,"[38459, 133, 2099, 3874, 15485]","[8.6763, 6.8034, 6.4153, 6.2955, 5.253]","[38459, 2099, 4594, 133, 33331]","[12.1594, 10.0493, 6.3073, 5.6946, 4.7819]",3,3,"[3874, 15485]","[4594, 33331]",8.2278,3.634,0.00216,2099,6.4153,10.0493,3.634,38459,8.6763,12.1594,3.4831,4594,2.9509,6.3073,3.3564,41801,0.0,2.0982,2.0982,33331,2.9215,4.7819,1.8604
623,img_000623_label6,img_000623_label6,True,2099,21.7145,2099,22.3253,"[2099, 38459, 4594, 41801, 33331]","[21.7145, 21.4476, 15.9548, 13.4149, 9.1583]","[2099, 38459, 4594, 41801, 33331]","[22.3253, 22.0949, 16.5843, 14.2674, 9.2889]",5,5,[],[],True,38515,0.8583,38515,1.4787,"[38515, 37416, 3538, 25790, 28612]","[0.8583, 0.7615, 0.634, 0.6329, 0.608]","[38515, 25790, 29095, 42219, 45888]","[1.4787, 0.9014, 0.888, 0.8805, 0.8081]",2,2,"[3538, 28612, 37416]","[29095, 42219, 45888]",3.5714,0.8118,0.001143,42219,0.0687,0.8805,0.8118,38515,0.8583,1.4787,0.6203,3538,0.634,0.0517,0.5822,9470,0.0,0.5701,0.5701,7516,0.0636,0.5502,0.4866
624,img_000624_label4,img_000624_label4,True,2099,20.2113,2099,21.4388,"[2099, 38459, 4594, 41801, 33331]","[20.2113, 20.0189, 15.5819, 12.1072, 8.4691]","[2099, 38459, 4594, 41801, 33331]","[21.4388, 21.0755, 16.1363, 13.1487, 8.7769]",5,5,[],[],False,14493,1.1204,38515,1.482,"[14493, 25790, 38515, 27607, 45155]","[1.1204, 0.8201, 0.7443, 0.6644, 0.6549]","[38515, 25790, 42219, 40545, 36126]","[1.482, 0.9063, 0.6953, 0.6374, 0.6327]",2,2,"[14493, 27607, 45155]","[36126, 40545, 42219]",3.2591,1.1204,0.000924,14493,1.1204,0.0,1.1204,38515,0.7443,1.482,0.7377,45155,0.6549,0.0,0.6549,41963,0.0,0.5871,0.5871,23000,0.0241,0.5204,0.4963
625,img_000625_label0,img_000625_label0,True,38459,20.028,38459,20.542,"[38459, 2099, 4594, 41801, 33331]","[20.028, 19.7762, 15.0846, 11.2111, 8.5243]","[38459, 2099, 4594, 41801, 33331]","[20.542, 20.3674, 15.6959, 11.9953, 9.0046]",5,5,[],[],False,38085,1.7691,38515,1.4472,"[38085, 25790, 38515, 16439, 34321]","[1.7691, 1.3416, 1.2536, 0.859, 0.7872]","[38515, 25790, 34321, 42219, 27607]","[1.4472, 1.3689, 1.1103, 0.7702, 0.6512]",3,3,"[16439, 38085]","[27607, 42219]",3.152,1.5786,0.000885,38085,1.7691,0.1905,1.5786,16439,0.859,0.1983,0.6607,5199,0.4682,0.0094,0.4588,15554,0.0,0.4466,0.4466,1527,0.4101,0.0,0.4101
626,img_000626_label8,img_000626_label8,True,38459,19.6251,38459,19.8358,"[38459, 2099, 4594, 41801, 33331]","[19.6251, 19.5863, 14.4567, 11.532, 8.1365]","[38459, 2099, 4594, 41801, 33331]","[19.8358, 19.5432, 14.5771, 11.3898, 8.282]",5,5,[],[],False,984,1.4516,38515,1.9458,"[984, 38515, 14809, 32567, 9470]","[1.4516, 1.1145, 1.0666, 0.9483, 0.79]","[38515, 25790, 34321, 25702, 27607]","[1.9458, 1.3907, 0.9743, 0.8486, 0.782]",1,1,"[984, 9470, 14809, 32567]","[25702, 25790, 27607, 34321]",5.16,1.4516,0.001853,984,1.4516,0.0,1.4516,38515,1.1145,1.9458,0.8314,25790,0.5729,1.3907,0.8178,9470,0.79,0.0,0.79,34491,0.0,0.7381,0.7381
627,img_000627_label5,img_000627_label5,False,2099,20.9753,38459,19.6686,"[2099, 38459, 4594, 41801, 33331]","[20.9753, 20.8156, 16.1403, 12.9314, 8.7628]","[38459, 2099, 4594, 41801, 33331]","[19.6686, 19.332, 14.4149, 11.1705, 8.3582]",5,5,[],[],False,19358,1.2773,38515,1.4123,"[19358, 44568, 3903, 38515, 25790]","[1.2773, 1.1578, 1.0174, 0.9781, 0.7327]","[38515, 25790, 34321, 12366, 34491]","[1.4123, 1.0239, 0.8661, 0.8016, 0.7708]",2,2,"[3903, 19358, 44568]","[12366, 34321, 34491]",3.7417,1.2773,0.000991,19358,1.2773,0.0,1.2773,44568,1.1578,0.0,1.1578,3903,1.0174,0.0,1.0174,12366,0.0,0.8016,0.8016,12215,0.6994,0.0,0.6994
628,img_000628_label1,img_000628_label1,False,38459,18.111,2099,20.2821,"[38459, 2099, 4594, 41801, 133]","[18.111, 18.0459, 14.0583, 9.7375, 7.5885]","[2099, 38459, 4594, 41801, 33331]","[20.2821, 19.8912, 15.8262, 11.9539, 7.8618]",4,4,[133],[33331],False,39589,6.9513,8403,4.3744,"[39589, 15485, 133, 8403, 3874]","[6.9513, 6.308, 5.8955, 4.8936, 4.8614]","[8403, 39589, 16094, 15485, 14809]","[4.3744, 3.5858, 2.2359, 1.0972, 1.0001]",3,3,"[133, 3874]","[14809, 16094]",11.3738,5.7319,0.00253,133,5.8955,0.1636,5.7319,15485,6.308,1.0972,5.2108,3874,4.8614,0.0,4.8614,39589,6.9513,3.5858,3.3655,38459,3.0936,0.0,3.0936
629,img_000629_label4,img_000629_label4,False,38459,17.9593,2099,20.5305,"[38459, 2099, 4594, 41801, 33331]","[17.9593, 17.3277, 12.4095, 9.3212, 7.502]","[2099, 38459, 4594, 41801, 33331]","[20.5305, 20.4726, 15.1163, 12.3888, 8.578]",5,5,[],[],False,47937,2.3168,38515,1.5423,"[47937, 9889, 38515, 25790, 27607]","[2.3168, 1.7819, 1.0448, 0.9998, 0.8933]","[38515, 25790, 34321, 147, 27607]","[1.5423, 1.0776, 0.8371, 0.7831, 0.6972]",3,3,"[9889, 47937]","[147, 34321]",4.166,2.1284,0.001137,47937,2.3168,0.1884,2.1284,9889,1.7819,0.0657,1.7162,30476,0.618,0.0376,0.5804,38515,1.0448,1.5423,0.4975,16439,0.7244,0.2707,0.4537
630,img_000630_label7,img_000630_label7,True,2099,21.4479,2099,22.1796,"[2099, 38459, 4594, 41801, 33331]","[21.4479, 20.9129, 16.3027, 13.556, 8.6946]","[2099, 38459, 4594, 41801, 33331]","[22.1796, 21.5191, 16.7757, 14.4531, 8.7683]",5,5,[],[],True,38515,1.265,38515,1.8189,"[38515, 2965, 20000, 34321, 25790]","[1.265, 1.1334, 1.0507, 0.8046, 0.7983]","[38515, 25790, 34321, 25702, 34491]","[1.8189, 1.3148, 1.2741, 0.7044, 0.6678]",3,3,"[2965, 20000]","[25702, 34491]",3.7935,0.6678,0.001377,34491,0.0,0.6678,0.6678,2965,1.1334,0.5012,0.6322,46901,0.0,0.6047,0.6047,20570,0.0749,0.6377,0.5628,38515,1.265,1.8189,0.5538
