image_idx,image_name,level,rank,base_neuron,base_act,lora_neuron,lora_act,match,base_neuron_in_lora_rank,lora_neuron_in_base_rank
33,image_0034.jpg,global,1,2099,24.0457,2099,23.9319,True,1,1
33,image_0034.jpg,global,2,38459,23.4309,38459,23.2897,True,2,2
33,image_0034.jpg,global,3,4594,17.7979,4594,17.7366,True,3,3
33,image_0034.jpg,global,4,41801,17.0698,41801,16.9709,True,4,4
33,image_0034.jpg,global,5,33331,9.7558,33331,9.6631,True,5,5
33,image_0034.jpg,patch88,1,7137,1.4013,45450,1.4118,False,2,2
33,image_0034.jpg,patch88,2,45450,1.1696,7137,1.3916,False,1,1
33,image_0034.jpg,patch88,3,38515,1.1583,38515,1.0672,True,3,3
33,image_0034.jpg,patch88,4,34321,0.7822,34321,0.7564,True,4,4
33,image_0034.jpg,patch88,5,29095,0.6986,29095,0.6582,True,5,5
34,image_0035.jpg,global,1,2099,22.9698,2099,23.301,True,1,1
34,image_0035.jpg,global,2,38459,22.3013,38459,22.4736,True,2,2
34,image_0035.jpg,global,3,4594,18.2607,4594,18.6429,True,3,3
34,image_0035.jpg,global,4,41801,15.9039,41801,16.2733,True,4,4
34,image_0035.jpg,global,5,33331,8.9381,33331,8.9686,True,5,5
34,image_0035.jpg,patch88,1,38515,1.4714,38515,1.3985,True,1,1
34,image_0035.jpg,patch88,2,22,1.2069,22,1.2063,True,2,2
34,image_0035.jpg,patch88,3,34321,1.0234,34321,0.9734,True,3,3
34,image_0035.jpg,patch88,4,25790,1.0033,29095,0.969,False,,5
34,image_0035.jpg,patch88,5,29095,0.9901,19999,0.8839,False,4,
35,image_0036.jpg,global,1,2099,25.1992,2099,25.1044,True,1,1
35,image_0036.jpg,global,2,38459,24.2114,38459,24.1495,True,2,2
35,image_0036.jpg,global,3,4594,19.2772,4594,19.1758,True,3,3
35,image_0036.jpg,global,4,41801,17.5977,41801,17.4521,True,4,4
35,image_0036.jpg,global,5,33331,9.6936,33331,9.6742,True,5,5
35,image_0036.jpg,patch88,1,16807,1.7805,16807,1.7499,True,1,1
35,image_0036.jpg,patch88,2,38515,1.2518,38515,1.1936,True,2,2
35,image_0036.jpg,patch88,3,20853,1.0872,20853,0.9829,True,3,3
35,image_0036.jpg,patch88,4,34321,0.9007,34321,0.8455,True,4,4
35,image_0036.jpg,patch88,5,5336,0.8072,19999,0.7912,False,,
36,image_0037.jpg,global,1,2099,22.7034,2099,22.6643,True,1,1
36,image_0037.jpg,global,2,38459,22.4175,38459,22.3543,True,2,2
