dataset_name,num_samples,sae_cosine_mean,sae_cosine_std,sae_cosine_min,sae_cosine_max,sae_l2_mean,sae_l2_std,sae_sparsity_base_mean,sae_sparsity_lora_mean,clip_cosine_mean,clip_cosine_std,clip_cosine_min,clip_cosine_max,clip_l2_mean,clip_l2_std
ucf101,100,0.978774636387825,0.009639521048377602,0.9356029629707336,0.9893935918807983,22.541190338134765,3.8851958546246026,0.9919195061922074,0.992049189209938,0.9850155395269394,0.012930360456283409,0.9092483520507812,0.9955139756202698,50.17216938018799,16.883826473084532
