image_idx,image_name,level,rank,base_neuron,base_act,lora_neuron,lora_act,match,base_neuron_in_lora_rank,lora_neuron_in_base_rank
12,v_ApplyEyeMakeup_g03_c03.jpg,patch88,3,34321,1.2499,34321,1.3594,True,3,3
12,v_ApplyEyeMakeup_g03_c03.jpg,patch88,4,15585,1.1304,15585,1.1025,True,4,4
12,v_ApplyEyeMakeup_g03_c03.jpg,patch88,5,8325,0.9895,8325,1.0414,True,5,5
13,v_ApplyEyeMakeup_g03_c04.jpg,global,1,2099,23.671,2099,23.9873,True,1,1
13,v_ApplyEyeMakeup_g03_c04.jpg,global,2,38459,23.1293,38459,23.4254,True,2,2
13,v_ApplyEyeMakeup_g03_c04.jpg,global,3,4594,17.6,4594,17.7924,True,3,3
13,v_ApplyEyeMakeup_g03_c04.jpg,global,4,41801,15.7222,41801,15.895,True,4,4
13,v_ApplyEyeMakeup_g03_c04.jpg,global,5,33331,9.9601,33331,10.1284,True,5,5
13,v_ApplyEyeMakeup_g03_c04.jpg,patch88,1,46076,2.2452,46076,2.3116,True,1,1
13,v_ApplyEyeMakeup_g03_c04.jpg,patch88,2,38515,1.4523,38515,1.364,True,2,2
13,v_ApplyEyeMakeup_g03_c04.jpg,patch88,3,26522,1.0956,19999,0.9415,False,4,4
13,v_ApplyEyeMakeup_g03_c04.jpg,patch88,4,19999,0.9277,26522,0.9282,False,3,3
13,v_ApplyEyeMakeup_g03_c04.jpg,patch88,5,34321,0.898,34321,0.8742,True,5,5
14,v_ApplyEyeMakeup_g03_c05.jpg,global,1,2099,22.1108,38459,21.7166,False,2,2
14,v_ApplyEyeMakeup_g03_c05.jpg,global,2,38459,22.0478,2099,21.5733,False,1,1
14,v_ApplyEyeMakeup_g03_c05.jpg,global,3,4594,16.1674,4594,15.4966,True,3,3
14,v_ApplyEyeMakeup_g03_c05.jpg,global,4,41801,13.6676,41801,12.9462,True,4,4
14,v_ApplyEyeMakeup_g03_c05.jpg,global,5,33331,9.3415,33331,9.2726,True,5,5
14,v_ApplyEyeMakeup_g03_c05.jpg,patch88,1,38515,1.8377,38515,1.9034,True,1,1
14,v_ApplyEyeMakeup_g03_c05.jpg,patch88,2,34321,1.0839,34321,1.1305,True,2,2
14,v_ApplyEyeMakeup_g03_c05.jpg,patch88,3,25790,1.082,25790,0.9765,True,3,3
14,v_ApplyEyeMakeup_g03_c05.jpg,patch88,4,41980,0.8844,6457,0.9478,False,,
14,v_ApplyEyeMakeup_g03_c05.jpg,patch88,5,21251,0.8661,34605,0.8961,False,,
15,v_ApplyEyeMakeup_g03_c06.jpg,global,1,2099,21.8079,2099,22.1243,True,1,1
15,v_ApplyEyeMakeup_g03_c06.jpg,global,2,38459,21.6512,38459,22.0045,True,2,2
15,v_ApplyEyeMakeup_g03_c06.jpg,global,3,4594,15.7755,4594,15.7299,True,3,3
15,v_ApplyEyeMakeup_g03_c06.jpg,global,4,41801,13.413,41801,13.6076,True,4,4
15,v_ApplyEyeMakeup_g03_c06.jpg,global,5,33331,9.1568,33331,9.4521,True,5,5
15,v_ApplyEyeMakeup_g03_c06.jpg,patch88,1,38515,1.7021,38515,1.7811,True,1,1
15,v_ApplyEyeMakeup_g03_c06.jpg,patch88,2,25790,1.5633,25790,1.5748,True,2,2
15,v_ApplyEyeMakeup_g03_c06.jpg,patch88,3,34321,1.0283,34321,1.0832,True,3,3
