image_idx,image_name,image_path,global_top1_same,global_base_top1_neuron,global_base_top1_act,global_lora_top1_neuron,global_lora_top1_act,global_base_top5,global_base_top5_acts,global_lora_top5,global_lora_top5_acts,global_top5_overlap,global_top5_overlap,global_unique_to_base,global_unique_to_lora,patch88_top1_same,patch88_base_top1_neuron,patch88_base_top1_act,patch88_lora_top1_neuron,patch88_lora_top1_act,patch88_base_top5,patch88_base_top5_acts,patch88_lora_top5,patch88_lora_top5_acts,patch88_top5_overlap,patch88_top5_overlap,patch88_unique_to_base,patch88_unique_to_lora,patch88_l2_diff,patch88_max_abs_diff,patch88_mean_abs_diff,patch88_changed1_neuron,patch88_changed1_base,patch88_changed1_lora,patch88_changed1_delta,patch88_changed2_neuron,patch88_changed2_base,patch88_changed2_lora,patch88_changed2_delta,patch88_changed3_neuron,patch88_changed3_base,patch88_changed3_lora,patch88_changed3_delta,patch88_changed4_neuron,patch88_changed4_base,patch88_changed4_lora,patch88_changed4_delta,patch88_changed5_neuron,patch88_changed5_base,patch88_changed5_lora,patch88_changed5_delta
471,v_BabyCrawling_g14_c02.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g14_c02.jpg,True,2099,21.557,2099,21.7854,"[2099, 38459, 4594, 41801, 33331]","[21.557, 21.1365, 16.9863, 13.9303, 8.2511]","[2099, 38459, 4594, 41801, 33331]","[21.7854, 21.3139, 17.0723, 14.1396, 8.3017]",5,5,[],[],True,29151,3.4296,29151,3.3978,"[29151, 26652, 47985, 38515, 25790]","[3.4296, 2.3939, 1.993, 1.7011, 1.5672]","[29151, 26652, 47985, 38515, 25790]","[3.3978, 2.5021, 1.9153, 1.6889, 1.6283]",5,5,[],[],0.827,0.2747,0.000231,40301,0.2978,0.5725,0.2747,7556,0.2705,0.0696,0.2009,25092,0.6141,0.8102,0.1962,16370,0.1692,0.0,0.1692,19786,0.5233,0.3686,0.1547
472,v_BabyCrawling_g14_c03.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g14_c03.jpg,True,38459,20.814,38459,20.9293,"[38459, 2099, 4594, 41801, 33331]","[20.814, 20.8, 15.6206, 12.7374, 8.3441]","[38459, 2099, 4594, 41801, 33331]","[20.9293, 20.8759, 15.5394, 12.7177, 8.4156]",5,5,[],[],True,38515,1.5105,38515,1.4706,"[38515, 34321, 25790, 29095, 19999]","[1.5105, 1.1542, 1.0738, 0.8179, 0.728]","[38515, 25790, 34321, 43353, 42219]","[1.4706, 1.1422, 1.1096, 0.8584, 0.8477]",3,3,"[19999, 29095]","[42219, 43353]",1.16,0.3458,0.000313,22758,0.4227,0.0769,0.3458,43353,0.5688,0.8584,0.2896,46048,0.0671,0.3265,0.2594,26044,0.0804,0.2981,0.2176,21894,0.3258,0.5365,0.2107
473,v_BabyCrawling_g14_c04.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g14_c04.jpg,True,38459,20.7499,38459,20.9182,"[38459, 2099, 4594, 41801, 33331]","[20.7499, 20.7243, 15.6195, 12.8113, 8.4795]","[38459, 2099, 4594, 41801, 33331]","[20.9182, 20.9019, 15.6419, 12.9136, 8.5657]",5,5,[],[],True,21876,1.9256,21876,1.7523,"[21876, 49137, 25790, 4565, 38515]","[1.9256, 1.3464, 1.2718, 1.2575, 1.0465]","[21876, 49137, 25790, 4565, 38515]","[1.7523, 1.2346, 1.1631, 1.1027, 1.0074]",5,5,[],[],0.916,0.3984,0.000181,39633,0.4551,0.0567,0.3984,47785,0.0784,0.4541,0.3757,39559,0.3992,0.586,0.1868,21876,1.9256,1.7523,0.1733,4565,1.2575,1.1027,0.1548
474,v_BabyCrawling_g15_c01.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g15_c01.jpg,True,2099,20.1065,2099,19.8014,"[2099, 38459, 4594, 41801, 33331]","[20.1065, 19.8512, 15.4402, 12.8393, 8.0665]","[2099, 38459, 4594, 41801, 33331]","[19.8014, 19.662, 14.9379, 12.4585, 8.015]",5,5,[],[],True,38515,1.3354,38515,1.2294,"[38515, 25702, 25790, 32682, 36131]","[1.3354, 1.2517, 0.9992, 0.9983, 0.9854]","[38515, 25790, 25702, 22758, 34321]","[1.2294, 1.13, 1.0915, 0.9391, 0.9108]",3,3,"[32682, 36131]","[22758, 34321]",1.5228,0.5822,0.000427,22758,0.3569,0.9391,0.5822,19363,0.1737,0.5114,0.3378,47937,0.3235,0.0,0.3235,41381,0.2191,0.0,0.2191,14493,0.1712,0.3692,0.198
475,v_BabyCrawling_g15_c02.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g15_c02.jpg,False,38459,19.7272,2099,20.5704,"[38459, 2099, 4594, 41801, 33331]","[19.7272, 19.722, 14.7975, 12.5716, 7.862]","[2099, 38459, 4594, 41801, 33331]","[20.5704, 20.4071, 15.3708, 13.4447, 8.1937]",5,5,[],[],True,4565,2.5824,4565,1.9871,"[4565, 38515, 25790, 28749, 14809]","[2.5824, 1.9226, 1.197, 1.1711, 1.1094]","[4565, 38515, 25790, 16627, 14809]","[1.9871, 1.787, 1.0917, 1.0399, 1.0398]",4,4,[28749],[16627],1.9006,0.7395,0.000644,1444,1.1048,0.3652,0.7395,4565,2.5824,1.9871,0.5954,28749,1.1711,0.8215,0.3496,6905,0.3208,0.0671,0.2537,40379,0.0,0.2333,0.2333
476,v_BabyCrawling_g15_c03.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g15_c03.jpg,True,2099,20.4938,2099,21.0989,"[2099, 38459, 4594, 41801, 33331]","[20.4938, 20.2488, 15.5731, 12.7879, 8.2711]","[2099, 38459, 4594, 41801, 33331]","[21.0989, 20.6609, 16.0166, 13.5076, 8.3364]",5,5,[],[],False,38515,1.7587,38085,1.6594,"[38515, 4565, 25790, 38085, 34321]","[1.7587, 1.4312, 1.4152, 1.3674, 1.07]","[38085, 38515, 25790, 34321, 29095]","[1.6594, 1.5212, 1.3341, 0.9495, 0.9406]",4,4,[4565],[29095],2.2472,0.5411,0.000778,4565,1.4312,0.8901,0.5411,47937,0.7435,0.2742,0.4692,25702,0.7803,0.4367,0.3436,6283,0.3892,0.0602,0.329,5771,0.4934,0.1976,0.2958
477,v_BabyCrawling_g15_c04.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g15_c04.jpg,True,2099,21.6689,2099,21.491,"[2099, 38459, 4594, 41801, 33331]","[21.6689, 21.1133, 16.8189, 14.2939, 8.4638]","[2099, 38459, 4594, 41801, 33331]","[21.491, 20.9599, 16.5123, 14.1262, 8.3876]",5,5,[],[],False,316,1.6558,38515,1.4329,"[316, 38515, 9610, 25790, 12852]","[1.6558, 1.4694, 1.3082, 0.9495, 0.8535]","[38515, 316, 9610, 25790, 4840]","[1.4329, 1.2577, 1.1693, 1.0078, 0.9299]",4,4,[12852],[4840],1.0761,0.3981,0.000271,316,1.6558,1.2577,0.3981,36757,0.4043,0.6845,0.2802,48287,0.333,0.5867,0.2537,28580,0.3459,0.5342,0.1884,36126,0.2846,0.1232,0.1614
478,v_BabyCrawling_g15_c05.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g15_c05.jpg,True,2099,20.9799,2099,21.2004,"[2099, 38459, 4594, 41801, 39589]","[20.9799, 20.6169, 16.0227, 13.7661, 8.401]","[2099, 38459, 4594, 41801, 33331]","[21.2004, 20.8203, 16.0433, 13.9763, 8.4278]",4,4,[39589],[33331],True,38515,1.7534,38515,1.6467,"[38515, 39633, 34321, 17470, 25790]","[1.7534, 1.3543, 1.124, 1.1128, 1.0877]","[38515, 46187, 25790, 39633, 34321]","[1.6467, 1.3345, 1.0994, 1.0807, 1.066]",4,4,[17470],[46187],1.9116,0.4658,0.000612,14337,0.4658,0.0,0.4658,4565,0.5255,0.1075,0.418,33675,0.4782,0.0638,0.4144,17470,1.1128,0.7665,0.3463,7350,0.5588,0.2291,0.3297
479,v_BabyCrawling_g15_c06.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g15_c06.jpg,True,2099,20.7074,2099,20.6631,"[2099, 38459, 4594, 41801, 33331]","[20.7074, 20.3596, 15.9748, 13.3583, 7.9199]","[2099, 38459, 4594, 41801, 33331]","[20.6631, 20.3834, 15.7328, 13.244, 7.9731]",5,5,[],[],True,17440,1.9601,17440,1.9925,"[17440, 6346, 38515, 25790, 18310]","[1.9601, 1.744, 1.7283, 1.5525, 1.0489]","[17440, 6346, 38515, 25790, 18310]","[1.9925, 1.8149, 1.7654, 1.5962, 1.2232]",5,5,[],[],0.7094,0.3945,0.00015,29151,0.8847,0.4902,0.3945,18310,1.0489,1.2232,0.1743,43808,0.0,0.1599,0.1599,48862,0.0568,0.188,0.1313,2346,0.3013,0.1869,0.1144
480,v_BabyCrawling_g16_c01.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g16_c01.jpg,True,2099,22.4578,2099,22.6122,"[2099, 38459, 4594, 41801, 33331]","[22.4578, 22.0238, 16.8566, 14.9892, 9.2842]","[2099, 38459, 4594, 41801, 33331]","[22.6122, 22.174, 16.7073, 15.1311, 9.4668]",5,5,[],[],False,29151,2.2727,2505,2.3237,"[29151, 17440, 2505, 6346, 25790]","[2.2727, 1.7143, 1.5822, 1.5456, 1.4374]","[2505, 29151, 17440, 6346, 25790]","[2.3237, 1.9496, 1.7326, 1.5993, 1.5714]",5,5,[],[],1.6676,0.7415,0.000413,2505,1.5822,2.3237,0.7415,21846,0.9619,0.5769,0.385,19786,0.4074,0.0618,0.3456,607,0.3684,0.0425,0.326,29151,2.2727,1.9496,0.323
481,v_BabyCrawling_g16_c02.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g16_c02.jpg,False,2099,20.8588,38459,21.1629,"[2099, 38459, 4594, 41801, 33331]","[20.8588, 20.8506, 15.2667, 12.9753, 8.5843]","[38459, 2099, 4594, 41801, 33331]","[21.1629, 21.0839, 15.0061, 13.0952, 8.9115]",5,5,[],[],True,38515,1.2739,38515,1.393,"[38515, 25790, 40301, 34321, 42219]","[1.2739, 1.1089, 0.9976, 0.8004, 0.7813]","[38515, 25790, 40301, 34321, 13312]","[1.393, 1.14, 1.0996, 0.9186, 0.8148]",4,4,[42219],[13312],0.8842,0.4324,0.000174,24599,0.4889,0.0565,0.4324,29891,0.2126,0.4727,0.2601,13312,0.5867,0.8148,0.2281,38194,0.1685,0.0,0.1685,37971,0.3444,0.1968,0.1476
482,v_BabyCrawling_g16_c03.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g16_c03.jpg,True,2099,23.6175,2099,23.5683,"[2099, 38459, 4594, 41801, 33331]","[23.6175, 22.6526, 18.4722, 15.9992, 9.4954]","[2099, 38459, 4594, 41801, 33331]","[23.5683, 22.6567, 18.1507, 15.8668, 9.545]",5,5,[],[],True,25790,1.45,25790,1.4335,"[25790, 38515, 7556, 29095, 14810]","[1.45, 0.992, 0.958, 0.9243, 0.6609]","[25790, 7556, 29095, 38515, 5336]","[1.4335, 1.0243, 0.9359, 0.9053, 0.6002]",4,4,[14810],[5336],1.0716,0.3216,0.000251,40993,0.6525,0.3309,0.3216,3364,0.5863,0.3286,0.2577,15294,0.5959,0.3402,0.2557,38859,0.4906,0.2414,0.2492,11381,0.2174,0.0,0.2174
483,v_BabyCrawling_g16_c04.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g16_c04.jpg,False,2099,20.9297,38459,20.1751,"[2099, 38459, 4594, 41801, 33331]","[20.9297, 20.7609, 16.1463, 13.3558, 8.4663]","[38459, 2099, 4594, 41801, 33331]","[20.1751, 20.0629, 15.1174, 12.2825, 8.2676]",5,5,[],[],False,14928,1.365,25790,1.3746,"[14928, 38515, 25790, 34321, 46244]","[1.365, 1.3054, 1.2507, 1.2081, 1.1601]","[25790, 38515, 14928, 21846, 34321]","[1.3746, 1.3463, 1.2463, 1.2098, 1.1696]",4,4,[46244],[21846],1.8349,0.7436,0.000603,6346,0.0,0.7436,0.7436,39258,1.1468,0.8484,0.2983,37164,0.5691,0.2739,0.2953,34165,0.1958,0.4769,0.2811,32458,0.3148,0.0515,0.2633
484,v_BabyCrawling_g16_c05.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g16_c05.jpg,True,2099,21.2412,2099,21.945,"[2099, 38459, 4594, 41801, 33331]","[21.2412, 21.114, 16.2701, 13.1532, 8.652]","[2099, 38459, 4594, 41801, 33331]","[21.945, 21.6741, 16.7566, 13.9168, 8.9131]",5,5,[],[],True,19567,2.5021,19567,2.6239,"[19567, 38515, 29377, 17440, 19999]","[2.5021, 1.8775, 1.8547, 1.4733, 1.1472]","[19567, 29377, 38515, 17440, 19999]","[2.6239, 1.9857, 1.9181, 1.5845, 1.1798]",5,5,[],[],0.9264,0.4701,0.000253,16632,0.3529,0.823,0.4701,22282,0.6627,0.4155,0.2473,43294,0.3641,0.5239,0.1598,29377,1.8547,1.9857,0.131,36445,1.0103,0.8795,0.1308
485,v_BabyCrawling_g16_c06.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g16_c06.jpg,True,38459,19.7915,38459,20.1546,"[38459, 2099, 4594, 41801, 33331]","[19.7915, 19.3811, 14.0333, 11.5433, 8.1235]","[38459, 2099, 4594, 41801, 33331]","[20.1546, 19.8177, 14.2681, 11.9748, 8.3307]",5,5,[],[],False,19567,2.1784,17440,2.2415,"[19567, 17440, 16632, 38515, 13312]","[2.1784, 2.0312, 1.9684, 1.4528, 0.989]","[17440, 19567, 16632, 38515, 36126]","[2.2415, 2.1606, 1.6545, 1.4123, 1.1024]",4,4,[13312],[36126],1.1368,0.355,0.000295,22282,0.3921,0.0371,0.355,16632,1.9684,1.6545,0.3139,22829,0.2238,0.0,0.2238,25092,0.5108,0.7337,0.2228,17440,2.0312,2.2415,0.2103
486,v_BabyCrawling_g17_c01.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g17_c01.jpg,True,38459,17.6771,38459,18.0785,"[38459, 2099, 4594, 41801, 39589]","[17.6771, 16.8576, 12.2484, 8.8682, 8.1124]","[38459, 2099, 4594, 41801, 39589]","[18.0785, 17.2779, 12.4636, 9.2745, 7.7848]",5,5,[],[],False,38515,1.2502,25790,1.2265,"[38515, 25790, 29095, 14613, 34321]","[1.2502, 1.2314, 1.0536, 0.9588, 0.9066]","[25790, 38515, 29095, 14613, 34321]","[1.2265, 1.1475, 1.0998, 0.9344, 0.9184]",5,5,[],[],1.45,0.2858,0.000479,33654,0.7286,0.4428,0.2858,26658,0.4131,0.1913,0.2218,19905,0.3582,0.1423,0.2159,28078,0.217,0.0056,0.2113,40429,0.4681,0.265,0.2031
487,v_BabyCrawling_g17_c02.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g17_c02.jpg,True,38459,18.9576,38459,19.5352,"[38459, 2099, 4594, 41801, 39589]","[18.9576, 18.5234, 14.1535, 10.7859, 7.9323]","[38459, 2099, 4594, 41801, 33331]","[19.5352, 19.1523, 14.4797, 11.3769, 8.101]",4,4,[39589],[33331],True,38515,1.6117,38515,1.5973,"[38515, 25790, 16439, 5076, 25702]","[1.6117, 1.5828, 1.1392, 1.126, 1.1104]","[38515, 25790, 25702, 16439, 5076]","[1.5973, 1.5586, 1.1445, 1.1221, 1.0899]",5,5,[],[],1.8367,0.3035,0.000759,29166,0.0,0.3035,0.3035,19905,0.6286,0.3398,0.2888,8205,0.5568,0.269,0.2878,12852,0.5963,0.3193,0.2771,37416,0.4322,0.6959,0.2637
488,v_BabyCrawling_g17_c03.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g17_c03.jpg,True,38459,19.8699,38459,19.9107,"[38459, 2099, 4594, 41801, 33331]","[19.8699, 19.5461, 14.6469, 11.7505, 8.0954]","[38459, 2099, 4594, 41801, 33331]","[19.9107, 19.5683, 14.7801, 11.814, 8.1669]",5,5,[],[],True,4600,1.7664,4600,2.0996,"[4600, 38515, 25790, 6718, 29095]","[1.7664, 1.1968, 1.1912, 1.1415, 1.0512]","[4600, 25790, 38515, 6718, 29095]","[2.0996, 1.2228, 1.1814, 1.1378, 1.0461]",5,5,[],[],1.3173,0.3417,0.000395,6939,0.7355,0.3938,0.3417,4600,1.7664,2.0996,0.3332,9015,0.3006,0.0525,0.2481,22359,0.4042,0.1803,0.2239,19905,0.8478,0.634,0.2138
489,v_BabyCrawling_g17_c04.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g17_c04.jpg,False,2099,20.2292,38459,19.982,"[2099, 38459, 4594, 41801, 33331]","[20.2292, 20.2079, 15.4898, 12.7732, 7.9817]","[38459, 2099, 4594, 41801, 33331]","[19.982, 19.8476, 14.9781, 12.2956, 7.9037]",5,5,[],[],True,26652,2.9153,26652,2.8071,"[26652, 38515, 25790, 32306, 18394]","[2.9153, 1.8386, 1.7741, 1.6204, 1.1306]","[26652, 38515, 25790, 32306, 18394]","[2.8071, 1.8815, 1.815, 1.5007, 1.1285]",5,5,[],[],1.1005,0.4464,0.000282,26886,0.8935,0.4472,0.4464,25092,0.3038,0.5719,0.2681,45577,0.2486,0.0025,0.2461,2346,0.196,0.4397,0.2436,30941,0.5883,0.4269,0.1614
490,v_BabyCrawling_g17_c05.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g17_c05.jpg,False,38459,20.4936,2099,20.9505,"[38459, 2099, 4594, 41801, 33331]","[20.4936, 20.476, 15.5501, 12.85, 8.2657]","[2099, 38459, 4594, 41801, 33331]","[20.9505, 20.9321, 15.8303, 13.3926, 8.5137]",5,5,[],[],True,26652,2.9981,26652,2.9355,"[26652, 25790, 42219, 38515, 40301]","[2.9981, 1.7072, 1.5738, 1.5247, 1.1918]","[26652, 25790, 38515, 42219, 29151]","[2.9355, 1.7461, 1.5575, 1.5111, 1.2436]",4,4,[40301],[29151],0.8139,0.2277,0.000225,25092,0.8343,1.062,0.2277,17546,0.5445,0.3382,0.2062,29151,1.0424,1.2436,0.2012,2346,1.1121,0.9636,0.1485,19905,0.686,0.5591,0.1268
491,v_BabyCrawling_g18_c01.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g18_c01.jpg,True,2099,20.8347,2099,20.9694,"[2099, 38459, 4594, 41801, 33331]","[20.8347, 20.7361, 16.1501, 13.4592, 8.5652]","[2099, 38459, 4594, 41801, 33331]","[20.9694, 20.8907, 16.0966, 13.5071, 8.6374]",5,5,[],[],False,25790,1.2492,905,1.2365,"[25790, 905, 34321, 38515, 29095]","[1.2492, 1.2402, 0.9437, 0.8572, 0.7878]","[905, 25790, 34321, 38515, 29095]","[1.2365, 1.233, 0.9467, 0.8618, 0.8262]",5,5,[],[],0.8588,0.2274,0.000223,48862,0.0,0.2274,0.2274,32306,0.2056,0.0,0.2056,5852,0.0,0.1794,0.1794,29213,0.2594,0.1023,0.1571,5037,0.43,0.5574,0.1274
492,v_BabyCrawling_g18_c02.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g18_c02.jpg,True,2099,21.9214,2099,22.0471,"[2099, 38459, 4594, 41801, 33331]","[21.9214, 21.4291, 17.166, 14.8579, 8.6022]","[2099, 38459, 4594, 41801, 33331]","[22.0471, 21.5408, 17.1999, 14.9636, 8.6154]",5,5,[],[],True,1444,2.7754,1444,2.6762,"[1444, 25790, 38515, 14662, 20717]","[2.7754, 1.8443, 1.6535, 1.5067, 1.2823]","[1444, 25790, 38515, 14662, 20717]","[2.6762, 1.8921, 1.584, 1.5401, 1.1046]",5,5,[],[],1.3304,0.3652,0.000442,12961,0.3093,0.6745,0.3652,3084,0.0,0.2479,0.2479,19905,0.6867,0.4505,0.2362,7448,0.2234,0.0,0.2234,40785,0.8471,1.0587,0.2116
493,v_BabyCrawling_g18_c03.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g18_c03.jpg,True,2099,21.2735,2099,21.4275,"[2099, 38459, 4594, 41801, 33331]","[21.2735, 21.0722, 16.3378, 14.0275, 8.5925]","[2099, 38459, 4594, 41801, 33331]","[21.4275, 21.2412, 16.3201, 14.1021, 8.6445]",5,5,[],[],True,6346,2.34,6346,2.3083,"[6346, 25790, 38515, 34321, 29767]","[2.34, 1.6462, 1.458, 1.1848, 0.8088]","[6346, 25790, 38515, 34321, 42219]","[2.3083, 1.6827, 1.5218, 1.2667, 0.8953]",4,4,[29767],[42219],1.2195,0.2865,0.000366,38726,0.0307,0.3173,0.2865,12961,0.287,0.5495,0.2625,32724,0.2974,0.0586,0.2388,6718,0.2837,0.06,0.2237,7662,0.1827,0.0069,0.1758
494,v_BabyCrawling_g18_c04.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g18_c04.jpg,True,2099,22.8266,2099,23.0025,"[2099, 38459, 4594, 41801, 33331]","[22.8266, 22.167, 17.9552, 15.8148, 9.0856]","[2099, 38459, 4594, 41801, 33331]","[23.0025, 22.3706, 17.8952, 15.9241, 9.1945]",5,5,[],[],True,6346,1.2867,6346,1.3165,"[6346, 9715, 17546, 25790, 38515]","[1.2867, 1.2074, 0.9864, 0.968, 0.9659]","[6346, 9715, 25790, 38515, 17546]","[1.3165, 1.2251, 1.0551, 1.0353, 1.0035]",5,5,[],[],0.7887,0.3,0.000198,7556,0.5777,0.2777,0.3,6328,0.4874,0.3173,0.1701,16807,0.4693,0.3136,0.1557,29891,0.0,0.1475,0.1475,30989,0.2077,0.0788,0.1289
495,v_BabyCrawling_g18_c05.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g18_c05.jpg,True,2099,21.1575,2099,21.2883,"[2099, 38459, 4594, 41801, 33331]","[21.1575, 21.0407, 15.8486, 13.8032, 8.6388]","[2099, 38459, 4594, 41801, 33331]","[21.2883, 21.1614, 15.8412, 13.9017, 8.6821]",5,5,[],[],True,5852,1.8315,5852,2.4263,"[5852, 29095, 38515, 1527, 25790]","[1.8315, 1.0556, 1.0098, 0.9905, 0.9831]","[5852, 29095, 25790, 38515, 1527]","[2.4263, 1.0657, 0.9855, 0.9837, 0.9678]",5,5,[],[],1.1123,0.5948,0.000183,5852,1.8315,2.4263,0.5948,41961,0.3786,0.8111,0.4325,5012,0.4324,0.0,0.4324,26783,0.3584,0.0373,0.3211,42399,0.2327,0.0691,0.1636
496,v_BabyCrawling_g18_c06.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g18_c06.jpg,True,2099,21.6914,2099,21.7201,"[2099, 38459, 4594, 41801, 33331]","[21.6914, 21.5117, 16.4948, 14.3058, 8.8676]","[2099, 38459, 4594, 41801, 33331]","[21.7201, 21.5618, 16.3566, 14.2797, 8.8471]",5,5,[],[],True,6346,2.7045,6346,2.8758,"[6346, 35778, 26871, 25790, 38515]","[2.7045, 1.3168, 1.1419, 1.0523, 1.0314]","[6346, 35778, 26871, 25790, 38515]","[2.8758, 1.4261, 1.3789, 1.101, 1.0592]",5,5,[],[],1.0285,0.2515,0.000251,735,0.0,0.2515,0.2515,34874,0.4571,0.2177,0.2394,26871,1.1419,1.3789,0.237,6328,0.2368,0.0084,0.2284,44704,0.3314,0.1184,0.2131
497,v_BabyCrawling_g19_c01.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g19_c01.jpg,True,2099,20.3987,2099,20.6874,"[2099, 38459, 4594, 41801, 33331]","[20.3987, 20.2364, 15.922, 12.6209, 8.1186]","[2099, 38459, 4594, 41801, 33331]","[20.6874, 20.4829, 16.0937, 12.908, 8.2582]",5,5,[],[],False,38515,1.3853,40071,1.5386,"[38515, 40071, 12852, 25790, 24143]","[1.3853, 1.3302, 1.1314, 1.1045, 0.9628]","[40071, 38515, 12852, 25790, 17271]","[1.5386, 1.3423, 1.289, 1.045, 0.9234]",4,4,[24143],[17271],0.7263,0.2462,0.000175,48547,0.3326,0.5788,0.2462,40071,1.3302,1.5386,0.2084,36037,0.4331,0.2631,0.17,12852,1.1314,1.289,0.1576,46202,0.2325,0.0924,0.1401
498,v_BabyCrawling_g19_c02.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g19_c02.jpg,True,2099,22.2373,2099,22.3465,"[2099, 38459, 4594, 41801, 33331]","[22.2373, 21.5922, 17.831, 14.6659, 8.8936]","[2099, 38459, 4594, 41801, 33331]","[22.3465, 21.7032, 17.776, 14.746, 8.9594]",5,5,[],[],True,7556,1.4756,7556,1.2825,"[7556, 25790, 38515, 29095, 11922]","[1.4756, 1.1593, 1.1567, 0.8683, 0.8116]","[7556, 38515, 25790, 29095, 34321]","[1.2825, 1.1403, 1.0278, 0.8501, 0.7801]",4,4,[11922],[34321],1.172,0.3943,0.000295,24510,0.2558,0.6501,0.3943,49137,0.3693,0.1262,0.2432,41827,0.3073,0.0717,0.2356,16807,0.5384,0.3253,0.213,7556,1.4756,1.2825,0.1931
499,v_BabyCrawling_g19_c03.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Baby_Crawling/v_BabyCrawling_g19_c03.jpg,True,2099,20.9126,2099,21.1947,"[2099, 38459, 4594, 41801, 33331]","[20.9126, 20.6339, 16.4573, 13.3246, 8.3555]","[2099, 38459, 4594, 41801, 33331]","[21.1947, 20.8497, 16.628, 13.6168, 8.4848]",5,5,[],[],True,33567,1.9629,33567,1.9577,"[33567, 38515, 6294, 4448, 25790]","[1.9629, 1.0715, 0.9184, 0.8981, 0.8213]","[33567, 38515, 6294, 4448, 25790]","[1.9577, 1.056, 0.9374, 0.9221, 0.7859]",5,5,[],[],0.6879,0.1563,0.000202,41801,0.0,0.1563,0.1563,12852,0.7675,0.6347,0.1328,46446,0.0,0.1257,0.1257,20072,0.0,0.1236,0.1236,17040,0.2339,0.1125,0.1214
