image_idx,image_name,image_path,global_top1_same,global_base_top1_neuron,global_base_top1_act,global_lora_top1_neuron,global_lora_top1_act,global_base_top5,global_base_top5_acts,global_lora_top5,global_lora_top5_acts,global_top5_overlap,global_top5_overlap,global_unique_to_base,global_unique_to_lora,patch88_top1_same,patch88_base_top1_neuron,patch88_base_top1_act,patch88_lora_top1_neuron,patch88_lora_top1_act,patch88_base_top5,patch88_base_top5_acts,patch88_lora_top5,patch88_lora_top5_acts,patch88_top5_overlap,patch88_top5_overlap,patch88_unique_to_base,patch88_unique_to_lora,patch88_l2_diff,patch88_max_abs_diff,patch88_mean_abs_diff,patch88_changed1_neuron,patch88_changed1_base,patch88_changed1_lora,patch88_changed1_delta,patch88_changed2_neuron,patch88_changed2_base,patch88_changed2_lora,patch88_changed2_delta,patch88_changed3_neuron,patch88_changed3_base,patch88_changed3_lora,patch88_changed3_delta,patch88_changed4_neuron,patch88_changed4_base,patch88_changed4_lora,patch88_changed4_delta,patch88_changed5_neuron,patch88_changed5_base,patch88_changed5_lora,patch88_changed5_delta
4568,v_HammerThrow_g01_c04.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g01_c04.jpg,True,2099,21.5103,2099,21.548,"[2099, 38459, 4594, 41801, 33331]","[21.5103, 21.0442, 16.5015, 13.3974, 8.5826]","[2099, 38459, 4594, 41801, 33331]","[21.548, 21.0973, 16.3416, 13.3781, 8.5461]",5,5,[],[],True,22973,1.8978,22973,1.966,"[22973, 38515, 25790, 21836, 29095]","[1.8978, 1.3131, 1.1114, 1.0254, 0.7149]","[22973, 38515, 25790, 21836, 34321]","[1.966, 1.3439, 1.1454, 0.922, 0.7717]",4,4,[29095],[34321],1.145,0.5651,0.000297,13248,0.0008,0.5659,0.5651,7137,0.2345,0.0385,0.1959,41611,0.1927,0.0035,0.1892,21409,0.2161,0.0519,0.1642,1958,0.0859,0.2478,0.1619
4569,v_HammerThrow_g01_c05.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g01_c05.jpg,True,38459,19.8683,38459,19.9216,"[38459, 2099, 4594, 41801, 33331]","[19.8683, 19.7984, 14.8825, 11.4917, 7.8302]","[38459, 2099, 4594, 41801, 33331]","[19.9216, 19.9141, 14.8585, 11.5992, 7.8139]",5,5,[],[],True,39090,2.5098,39090,1.9226,"[39090, 11540, 38515, 42219, 25790]","[2.5098, 1.3395, 1.3189, 1.1555, 0.9976]","[39090, 11540, 38515, 25790, 42219]","[1.9226, 1.3873, 1.3039, 1.0786, 1.0584]",5,5,[],[],1.5911,0.5871,0.00051,39090,2.5098,1.9226,0.5871,47979,0.3664,0.0289,0.3375,12961,0.6347,0.3678,0.2669,524,0.2764,0.0147,0.2617,24405,0.4533,0.6919,0.2386
4570,v_HammerThrow_g01_c06.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g01_c06.jpg,True,2099,20.47,2099,20.6997,"[2099, 38459, 4594, 41801, 33331]","[20.47, 20.4259, 15.5273, 12.7252, 8.5004]","[2099, 38459, 4594, 41801, 33331]","[20.6997, 20.5297, 15.6296, 12.9268, 8.4728]",5,5,[],[],False,38515,1.4947,13248,2.0456,"[38515, 25790, 41963, 13248, 16439]","[1.4947, 1.2907, 1.0722, 0.9533, 0.8063]","[13248, 38515, 25790, 15575, 16439]","[2.0456, 1.4048, 1.2693, 0.9562, 0.8318]",4,4,[41963],[15575],1.8881,1.0923,0.000433,13248,0.9533,2.0456,1.0923,41006,0.4101,0.0,0.4101,14099,0.6961,0.2999,0.3962,17938,0.2802,0.6278,0.3477,41963,1.0722,0.727,0.3451
4571,v_HammerThrow_g02_c01.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g02_c01.jpg,True,38459,17.8412,38459,18.0867,"[38459, 2099, 4594, 41801, 39589]","[17.8412, 17.1795, 13.0853, 8.9722, 7.9308]","[38459, 2099, 4594, 41801, 39589]","[18.0867, 17.4984, 13.3193, 9.29, 7.8095]",5,5,[],[],False,10820,1.9468,6294,1.9506,"[10820, 9300, 6294, 38515, 34321]","[1.9468, 1.7757, 1.4869, 0.8221, 0.711]","[6294, 9300, 10820, 2226, 34628]","[1.9506, 1.5683, 1.4857, 0.9351, 0.8223]",3,3,"[34321, 38515]","[2226, 34628]",1.4461,0.6431,0.000264,3104,0.6589,0.0158,0.6431,6294,1.4869,1.9506,0.4637,10820,1.9468,1.4857,0.4612,2226,0.5633,0.9351,0.3718,7880,0.0,0.2414,0.2414
4572,v_HammerThrow_g02_c02.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g02_c02.jpg,True,38459,17.9813,38459,18.2577,"[38459, 2099, 4594, 41801, 8403]","[17.9813, 17.2624, 13.1241, 8.9404, 8.0296]","[38459, 2099, 4594, 41801, 39589]","[18.2577, 17.6107, 13.3417, 9.2857, 7.9196]",4,4,[8403],[39589],False,41290,2.2386,6294,2.248,"[41290, 6294, 41827, 13248, 23730]","[2.2386, 2.2136, 1.8901, 1.6073, 1.1544]","[6294, 41290, 41827, 23730, 13248]","[2.248, 2.1711, 1.5614, 1.2384, 1.1613]",5,5,[],[],1.3768,0.4682,0.000306,44704,0.4682,0.0,0.4682,13248,1.6073,1.1613,0.4459,3104,0.7193,0.3253,0.394,32458,0.7649,0.4103,0.3546,37584,0.542,0.1961,0.3458
4573,v_HammerThrow_g02_c03.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g02_c03.jpg,True,38459,17.758,38459,17.7431,"[38459, 2099, 4594, 41801, 8403]","[17.758, 16.9624, 12.7483, 8.8293, 7.6936]","[38459, 2099, 4594, 41801, 39589]","[17.7431, 16.9294, 12.6221, 8.8219, 7.6973]",4,4,[8403],[39589],True,45147,2.1779,45147,2.0199,"[45147, 38515, 25790, 34321, 34625]","[2.1779, 1.5262, 0.9623, 0.7861, 0.7833]","[45147, 38515, 25790, 34321, 34625]","[2.0199, 1.6253, 0.9705, 0.87, 0.7655]",5,5,[],[],0.976,0.2892,0.000297,18094,0.2912,0.002,0.2892,45147,2.1779,2.0199,0.158,39090,0.771,0.618,0.153,42219,0.357,0.5073,0.1503,27290,0.0,0.1304,0.1304
4574,v_HammerThrow_g02_c04.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g02_c04.jpg,True,38459,18.1209,38459,18.1009,"[38459, 2099, 4594, 41801, 8403]","[18.1209, 17.51, 13.308, 9.346, 7.8433]","[38459, 2099, 4594, 41801, 39589]","[18.1009, 17.5073, 13.2399, 9.2829, 7.7995]",4,4,[8403],[39589],True,23730,2.3177,23730,2.4885,"[23730, 6294, 37584, 41827, 25790]","[2.3177, 2.2809, 1.4313, 1.2026, 1.1608]","[23730, 6294, 41827, 25790, 41290]","[2.4885, 2.2856, 1.0873, 1.068, 1.0472]",4,4,[37584],[41290],1.2992,0.6899,0.000298,37584,1.4313,0.7414,0.6899,42880,0.0384,0.4585,0.4201,2226,0.2949,0.5032,0.2083,47070,0.2717,0.0772,0.1946,33376,0.2902,0.1153,0.1748
4575,v_HammerThrow_g02_c05.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g02_c05.jpg,True,38459,17.7823,38459,18.0286,"[38459, 2099, 4594, 41801, 39589]","[17.7823, 17.0736, 12.8574, 8.8555, 8.0134]","[38459, 2099, 4594, 41801, 39589]","[18.0286, 17.3727, 13.0055, 9.0854, 7.8503]",5,5,[],[],False,9300,1.9756,6294,2.1618,"[9300, 6294, 37584, 862, 10820]","[1.9756, 1.9351, 1.4118, 1.0975, 1.0302]","[6294, 9300, 37584, 34628, 2226]","[2.1618, 1.7714, 1.3379, 1.1566, 0.9629]",3,3,"[862, 10820]","[2226, 34628]",1.4516,0.455,0.000323,10820,1.0302,0.5751,0.455,40189,0.4696,0.9059,0.4362,18094,0.7399,0.406,0.334,32458,0.4197,0.1004,0.3193,3104,0.2775,0.0,0.2775
4576,v_HammerThrow_g02_c06.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g02_c06.jpg,True,38459,18.4146,38459,18.7375,"[38459, 2099, 4594, 41801, 8403]","[18.4146, 17.9089, 13.656, 9.5546, 8.1253]","[38459, 2099, 4594, 41801, 8403]","[18.7375, 18.3531, 13.9468, 9.9899, 7.9146]",5,5,[],[],True,38515,1.4227,38515,1.4153,"[38515, 18094, 25790, 15129, 34321]","[1.4227, 0.9996, 0.7943, 0.7317, 0.7207]","[38515, 42219, 15129, 18094, 25790]","[1.4153, 0.9228, 0.8216, 0.8062, 0.8053]",4,4,[34321],[42219],1.1655,0.2938,0.000294,43506,0.2313,0.5251,0.2938,40321,0.113,0.3984,0.2854,11906,0.4896,0.2098,0.2799,3104,0.3402,0.0686,0.2715,42219,0.6774,0.9228,0.2454
4577,v_HammerThrow_g02_c07.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g02_c07.jpg,True,38459,18.0423,38459,18.3606,"[38459, 2099, 4594, 41801, 8403]","[18.0423, 17.4805, 13.2114, 9.4493, 7.7453]","[38459, 2099, 4594, 41801, 39589]","[18.3606, 17.8557, 13.454, 9.7495, 7.6992]",4,4,[8403],[39589],True,3104,2.6457,3104,2.1044,"[3104, 10820, 38515, 9300, 34321]","[2.6457, 1.7621, 1.4087, 1.326, 0.9842]","[3104, 10820, 9300, 38515, 34321]","[2.1044, 1.9471, 1.4945, 1.3152, 0.9355]",5,5,[],[],1.5288,0.5414,0.000448,3104,2.6457,2.1044,0.5414,11069,0.6152,0.1887,0.4265,16503,0.1426,0.4113,0.2687,3449,0.4042,0.1545,0.2497,7049,0.9423,0.7063,0.236
4578,v_HammerThrow_g03_c01.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g03_c01.jpg,False,2099,20.4503,38459,20.1157,"[2099, 38459, 4594, 41801, 33331]","[20.4503, 20.4119, 15.699, 12.5214, 8.1844]","[38459, 2099, 4594, 41801, 33331]","[20.1157, 19.9853, 15.0347, 11.9284, 8.0647]",5,5,[],[],False,44654,1.2621,35949,1.2781,"[44654, 25324, 25790, 38515, 35949]","[1.2621, 1.1016, 1.0854, 1.0178, 0.9895]","[35949, 25324, 38515, 25790, 44357]","[1.2781, 1.075, 1.0633, 1.035, 0.9936]",4,4,[44654],[44357],1.1445,0.441,0.000211,46136,0.4609,0.0199,0.441,44654,1.2621,0.8476,0.4145,23729,0.7507,0.3895,0.3612,35949,0.9895,1.2781,0.2886,19306,0.0464,0.3043,0.2578
4579,v_HammerThrow_g03_c02.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g03_c02.jpg,True,2099,23.0189,2099,23.618,"[2099, 38459, 4594, 41801, 33331]","[23.0189, 22.5141, 16.7805, 15.1875, 9.0235]","[2099, 38459, 4594, 41801, 33331]","[23.618, 23.0307, 17.0554, 15.7092, 9.2587]",5,5,[],[],True,38515,1.617,38515,1.6191,"[38515, 25790, 34321, 37229, 48862]","[1.617, 1.281, 0.9975, 0.8702, 0.6555]","[38515, 25790, 34321, 37229, 20336]","[1.6191, 1.1803, 0.9888, 0.9062, 0.6365]",4,4,[48862],[20336],0.795,0.1565,0.000245,47645,0.1146,0.271,0.1565,1755,0.1448,0.014,0.1308,49029,0.1749,0.0473,0.1276,17271,0.4781,0.5957,0.1176,5776,0.0,0.1165,0.1165
4580,v_HammerThrow_g03_c03.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g03_c03.jpg,True,38459,18.8863,38459,19.69,"[38459, 2099, 4594, 41801, 33331]","[18.8863, 18.3125, 13.2504, 9.9847, 7.8615]","[38459, 2099, 4594, 41801, 33331]","[19.69, 19.2447, 13.7018, 10.8191, 8.2337]",5,5,[],[],True,25790,1.5409,25790,1.6395,"[25790, 10841, 38515, 21836, 34258]","[1.5409, 1.2511, 1.1778, 0.9748, 0.8891]","[25790, 38515, 15476, 21836, 10841]","[1.6395, 1.2603, 0.9661, 0.9513, 0.8964]",4,4,[34258],[15476],1.9462,0.7507,0.000481,34258,0.8891,0.1384,0.7507,15476,0.2292,0.9661,0.7369,10841,1.2511,0.8964,0.3548,29070,0.2013,0.5558,0.3545,29222,0.3474,0.0,0.3474
4581,v_HammerThrow_g03_c04.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g03_c04.jpg,True,2099,21.9408,2099,22.1735,"[2099, 38459, 4594, 41801, 33331]","[21.9408, 21.5393, 16.4825, 14.0852, 8.7017]","[2099, 38459, 4594, 41801, 33331]","[22.1735, 21.7319, 16.5583, 14.3114, 8.7927]",5,5,[],[],True,38515,1.5818,38515,1.59,"[38515, 25790, 7350, 25173, 46901]","[1.5818, 1.4121, 1.143, 1.1038, 1.0117]","[38515, 25790, 27293, 34321, 46901]","[1.59, 1.4254, 0.9272, 0.9239, 0.9186]",3,3,"[7350, 25173]","[27293, 34321]",1.8341,0.7373,0.000605,23730,0.7373,0.0,0.7373,25173,1.1038,0.7583,0.3455,7350,1.143,0.8354,0.3077,6088,0.5447,0.83,0.2854,26447,0.2701,0.0,0.2701
4582,v_HammerThrow_g03_c05.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g03_c05.jpg,True,38459,19.1154,38459,19.3726,"[38459, 2099, 4594, 41801, 33331]","[19.1154, 18.4604, 13.1013, 10.2283, 7.7459]","[38459, 2099, 4594, 41801, 33331]","[19.3726, 18.8468, 13.4571, 10.3053, 7.8354]",5,5,[],[],True,38515,1.4705,38515,1.4805,"[38515, 44704, 25790, 34321, 9715]","[1.4705, 1.2103, 1.0227, 1.018, 0.8745]","[38515, 25790, 34321, 44704, 18601]","[1.4805, 1.0826, 1.0236, 0.9526, 0.8189]",4,4,[9715],[18601],1.2713,0.4676,0.000303,43746,0.1554,0.623,0.4676,13987,0.2787,0.0,0.2787,27326,0.5364,0.8084,0.272,44704,1.2103,0.9526,0.2578,49097,0.739,0.4947,0.2443
4583,v_HammerThrow_g03_c06.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g03_c06.jpg,True,38459,21.1322,38459,21.4177,"[38459, 2099, 4594, 41801, 33331]","[21.1322, 20.7718, 14.8405, 12.4582, 8.7419]","[38459, 2099, 4594, 41801, 33331]","[21.4177, 21.1196, 15.0157, 12.7219, 8.9015]",5,5,[],[],True,38515,1.7223,38515,1.6231,"[38515, 25790, 42219, 34321, 43378]","[1.7223, 1.0462, 0.9342, 0.9341, 0.8215]","[38515, 25790, 42219, 34321, 19999]","[1.6231, 1.0266, 0.9655, 0.8994, 0.7937]",4,4,[43378],[19999],1.4947,0.3145,0.000482,43285,0.3145,0.0,0.3145,15705,0.7283,0.479,0.2494,25448,0.2442,0.0,0.2442,43373,0.2871,0.0612,0.2259,43731,0.2232,0.0,0.2232
4584,v_HammerThrow_g03_c07.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g03_c07.jpg,True,38459,18.9544,38459,19.5602,"[38459, 2099, 4594, 41801, 33331]","[18.9544, 18.7483, 14.4265, 10.8167, 7.8678]","[38459, 2099, 4594, 41801, 33331]","[19.5602, 19.5354, 15.015, 11.678, 8.117]",5,5,[],[],True,19595,1.6752,19595,1.5827,"[19595, 1057, 38515, 25324, 22613]","[1.6752, 1.543, 1.3792, 1.034, 1.0227]","[19595, 1057, 38515, 22613, 44339]","[1.5827, 1.5492, 1.3772, 1.0709, 0.8896]",4,4,[25324],[44339],1.2473,0.4178,0.000344,25324,1.034,0.6162,0.4178,35883,0.4082,0.0,0.4082,8212,0.2802,0.5715,0.2913,3888,0.299,0.0959,0.2031,14603,0.4534,0.262,0.1914
4585,v_HammerThrow_g04_c01.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g04_c01.jpg,False,38459,20.6075,2099,21.1359,"[38459, 2099, 4594, 41801, 33331]","[20.6075, 20.4734, 14.7854, 12.4585, 8.6615]","[2099, 38459, 4594, 41801, 33331]","[21.1359, 21.0401, 15.2598, 13.2066, 8.7587]",5,5,[],[],True,38515,1.6076,38515,1.5424,"[38515, 43364, 13248, 45770, 34321]","[1.6076, 1.3444, 1.1185, 1.114, 0.8944]","[38515, 13248, 45770, 43494, 34321]","[1.5424, 1.2081, 0.9893, 0.8621, 0.8329]",4,4,[43364],[43494],2.8339,1.3444,0.000823,43364,1.3444,0.0,1.3444,43494,0.0649,0.8621,0.7972,44034,0.5621,0.0,0.5621,5964,0.495,0.0,0.495,11014,0.604,0.2105,0.3935
4586,v_HammerThrow_g04_c02.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g04_c02.jpg,True,2099,24.2282,2099,24.5435,"[2099, 38459, 4594, 41801, 33331]","[24.2282, 23.2705, 19.0055, 16.3718, 9.5239]","[2099, 38459, 4594, 41801, 33331]","[24.5435, 23.4014, 19.261, 16.832, 9.4988]",5,5,[],[],True,38515,1.8434,38515,1.753,"[38515, 25790, 34605, 29767, 34321]","[1.8434, 0.8396, 0.7842, 0.7799, 0.7462]","[38515, 29095, 29767, 25790, 34605]","[1.753, 0.7254, 0.7196, 0.6846, 0.6464]",4,4,[34321],[29095],1.5174,0.4629,0.000448,38110,0.4629,0.0,0.4629,40114,0.547,0.2542,0.2928,40429,0.4794,0.2328,0.2466,43731,0.239,0.0,0.239,24052,0.1858,0.424,0.2382
4587,v_HammerThrow_g04_c03.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g04_c03.jpg,True,2099,22.3565,2099,22.4898,"[2099, 38459, 4594, 41801, 33331]","[22.3565, 22.0496, 16.842, 14.3531, 9.2784]","[2099, 38459, 4594, 41801, 33331]","[22.4898, 22.1468, 16.7371, 14.4518, 9.2732]",5,5,[],[],True,38515,1.5953,38515,1.4945,"[38515, 5964, 13248, 34321, 38110]","[1.5953, 1.0906, 0.975, 0.9306, 0.7684]","[38515, 34321, 29767, 5964, 38110]","[1.4945, 0.8362, 0.7574, 0.723, 0.6745]",4,4,[13248],[29767],1.9257,0.4308,0.000655,37828,0.5191,0.0883,0.4308,5964,1.0906,0.723,0.3677,13248,0.975,0.6251,0.3499,14481,0.1654,0.5116,0.3462,3508,0.3082,0.0,0.3082
4588,v_HammerThrow_g04_c04.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g04_c04.jpg,True,2099,22.3137,2099,22.8158,"[2099, 38459, 4594, 41801, 33331]","[22.3137, 21.8348, 16.7596, 14.302, 9.1256]","[2099, 38459, 4594, 41801, 33331]","[22.8158, 22.255, 16.951, 14.6821, 9.2991]",5,5,[],[],True,38515,1.3486,38515,1.3817,"[38515, 24198, 1527, 29095, 42219]","[1.3486, 1.2716, 1.1877, 0.9378, 0.8814]","[38515, 42219, 24198, 29095, 25790]","[1.3817, 1.0144, 0.9629, 0.9387, 0.9252]",4,4,[1527],[25790],2.0298,0.799,0.000593,1527,1.1877,0.3887,0.799,9439,0.4621,0.0,0.4621,40024,0.0288,0.4216,0.3927,24198,1.2716,0.9629,0.3087,36390,0.0708,0.3758,0.305
4589,v_HammerThrow_g04_c05.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g04_c05.jpg,True,38459,18.9646,38459,19.4342,"[38459, 2099, 4594, 41801, 33331]","[18.9646, 18.5546, 13.6923, 10.732, 7.9161]","[38459, 2099, 4594, 41801, 33331]","[19.4342, 19.1533, 14.097, 11.2808, 8.1504]",5,5,[],[],True,38515,1.9223,38515,1.9098,"[38515, 42219, 29095, 20496, 34605]","[1.9223, 1.0226, 0.9275, 0.7383, 0.7227]","[38515, 29095, 42219, 23000, 20496]","[1.9098, 0.9196, 0.8199, 0.7725, 0.7366]",4,4,[34605],[23000],1.5338,0.3145,0.000493,9300,0.6282,0.3137,0.3145,10979,0.2455,0.5109,0.2654,44131,0.0325,0.2867,0.2542,35360,0.3851,0.137,0.2481,28457,0.4099,0.6553,0.2454
4590,v_HammerThrow_g04_c06.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g04_c06.jpg,False,38459,20.3875,2099,21.255,"[38459, 2099, 4594, 41801, 33331]","[20.3875, 20.2438, 14.8043, 12.0336, 8.438]","[2099, 38459, 4594, 41801, 33331]","[21.255, 21.1015, 15.6688, 13.0671, 8.7037]",5,5,[],[],False,38495,1.4691,38515,1.1457,"[38495, 38515, 11993, 10820, 25790]","[1.4691, 1.2647, 0.7319, 0.638, 0.6165]","[38515, 25790, 34885, 10820, 14809]","[1.1457, 0.824, 0.7664, 0.5836, 0.556]",3,3,"[11993, 38495]","[14809, 34885]",1.7471,0.9614,0.000412,38495,1.4691,0.5077,0.9614,11993,0.7319,0.295,0.4369,9300,0.3227,0.0526,0.27,17353,0.3165,0.0481,0.2684,13790,0.5515,0.319,0.2325
4591,v_HammerThrow_g04_c07.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g04_c07.jpg,True,2099,23.621,2099,23.3771,"[2099, 38459, 4594, 41801, 33331]","[23.621, 22.9063, 18.1463, 15.8182, 9.4809]","[2099, 38459, 4594, 41801, 33331]","[23.3771, 22.7652, 17.7168, 15.3814, 9.4452]",5,5,[],[],True,38515,1.913,38515,1.9052,"[38515, 25790, 25659, 29095, 10629]","[1.913, 1.0942, 0.9018, 0.8617, 0.7939]","[38515, 25790, 42219, 29095, 12467]","[1.9052, 1.0022, 0.8649, 0.8603, 0.8046]",3,3,"[10629, 25659]","[12467, 42219]",1.124,0.2308,0.000333,24156,0.1854,0.4161,0.2308,11056,0.2366,0.4411,0.2046,21836,0.4594,0.2608,0.1986,30911,0.2251,0.0304,0.1947,31858,0.1179,0.3037,0.1858
4592,v_HammerThrow_g05_c01.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g05_c01.jpg,False,38459,20.7476,2099,20.9182,"[38459, 2099, 4594, 41801, 33331]","[20.7476, 20.6566, 15.7963, 12.921, 8.5174]","[2099, 38459, 4594, 41801, 33331]","[20.9182, 20.8644, 15.9604, 13.1842, 8.4727]",5,5,[],[],True,27932,2.3643,27932,2.2779,"[27932, 44339, 13941, 3293, 38515]","[2.3643, 1.268, 1.212, 1.158, 1.1442]","[27932, 44339, 13941, 3293, 38515]","[2.2779, 1.2957, 1.2476, 1.198, 1.1336]",5,5,[],[],0.9536,0.3328,0.000221,23729,0.101,0.4338,0.3328,1057,0.2963,0.0413,0.255,19595,0.286,0.0789,0.207,46360,0.1942,0.0,0.1942,34874,0.4264,0.2426,0.1837
4593,v_HammerThrow_g05_c02.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g05_c02.jpg,True,2099,21.8583,2099,22.1579,"[2099, 38459, 4594, 41801, 33331]","[21.8583, 21.3687, 17.2419, 14.2966, 8.5588]","[2099, 38459, 4594, 41801, 33331]","[22.1579, 21.5508, 17.3904, 14.6001, 8.5614]",5,5,[],[],True,35949,2.2018,35949,2.2287,"[35949, 30272, 44339, 47533, 3293]","[2.2018, 1.4941, 1.4361, 1.1715, 1.1701]","[35949, 44339, 30272, 38515, 47533]","[2.2287, 1.4922, 1.2398, 1.1748, 1.026]",4,4,[3293],[38515],0.8031,0.2543,0.000214,30272,1.4941,1.2398,0.2543,27200,0.2798,0.0893,0.1905,3293,1.1701,0.9832,0.1869,6377,0.4112,0.2595,0.1516,47533,1.1715,1.026,0.1455
4594,v_HammerThrow_g05_c03.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g05_c03.jpg,False,2099,20.2776,38459,20.0975,"[2099, 38459, 4594, 41801, 33331]","[20.2776, 20.2649, 15.4849, 12.3662, 8.0729]","[38459, 2099, 4594, 41801, 33331]","[20.0975, 20.095, 15.2382, 12.1908, 7.9711]",5,5,[],[],True,32489,1.5326,32489,1.3894,"[32489, 22505, 44651, 38515, 26731]","[1.5326, 1.5256, 1.266, 0.9565, 0.9394]","[32489, 22505, 44651, 38515, 25790]","[1.3894, 1.33, 1.0678, 1.0384, 1.0307]",4,4,[26731],[25790],1.0868,0.3522,0.000247,27482,0.3522,0.0,0.3522,40182,0.6995,0.3949,0.3046,13915,0.1989,0.0,0.1989,44651,1.266,1.0678,0.1982,22505,1.5256,1.33,0.1956
4595,v_HammerThrow_g05_c04.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g05_c04.jpg,True,2099,20.9449,2099,21.1729,"[2099, 38459, 4594, 41801, 33331]","[20.9449, 20.7175, 16.2665, 13.2174, 8.3607]","[2099, 38459, 4594, 41801, 33331]","[21.1729, 20.8534, 16.4001, 13.4196, 8.3583]",5,5,[],[],True,10171,2.0558,10171,1.8574,"[10171, 22505, 3089, 38515, 231]","[2.0558, 1.5758, 1.1406, 1.0918, 1.0488]","[10171, 22505, 38515, 231, 18222]","[1.8574, 1.4584, 1.0305, 0.971, 0.8987]",4,4,[3089],[18222],1.4907,0.7537,0.000335,1444,0.8277,0.074,0.7537,30195,0.6209,0.3254,0.2954,3089,1.1406,0.8779,0.2626,45159,0.2479,0.0,0.2479,6050,0.958,0.7314,0.2267
4596,v_HammerThrow_g05_c05.jpg,/home/sunayana/Documents/Concept_LoRA/data/UCF101/UCF-101-midframes/Hammer_Throw/v_HammerThrow_g05_c05.jpg,True,2099,21.1345,2099,21.363,"[2099, 38459, 4594, 41801, 33331]","[21.1345, 20.9994, 16.216, 13.2599, 8.5728]","[2099, 38459, 4594, 41801, 33331]","[21.363, 21.1435, 16.3291, 13.508, 8.6007]",5,5,[],[],True,46697,3.1153,46697,3.6537,"[46697, 30272, 11583, 25790, 14079]","[3.1153, 1.533, 1.4314, 1.3669, 1.1859]","[46697, 11583, 30272, 25790, 14079]","[3.6537, 1.7797, 1.2792, 1.2634, 1.1622]",5,5,[],[],1.4748,0.5385,0.000331,46697,3.1153,3.6537,0.5385,22505,0.9215,0.5187,0.4028,22622,0.4295,0.0319,0.3976,3293,0.8971,0.528,0.3691,11583,1.4314,1.7797,0.3484
